Company Code,Division,Division Description,Plant,Plant Name,Bill to State Name,Head Office,Invoice No.,Billing Type,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Item Code,Item Description,HSN Code,Batch Number,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTS Rate,PTS Value,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO
3000,01,Pharma Product,3200,,Odisha,,0090021011,ZST2,28-10-2023,DI2330300381,90001593,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,Odisha,,CUTTACK,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,002,Generic,1400000280,ASHYCLOFLAM PLUS TABLET (25X2X10),30049069,CNK304003,EA,"24,525.000",Sales,01.04.2023,01.03.2025,1.00,,7.21,176825.25,0.00,0.00,"1,76,825.04",0.00,0.00,"1,76,825.04",12.00,"21,219.03",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.21,"1,98,044.07",,,,,,Payment Within 60 Days,0,0.000,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Odisha,,0090021010,ZST2,28-10-2023,DI2330300380,90001592,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,Odisha,,CUTTACK,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,002,Generic,1400000261,ASHMIK 250MG/2ML INJECTION,30041090,AL2007,EA,149.000,Sales,23.03.2022,29.02.2024,1.00,35.00,13.00,1937,0.00,0.00,"1,937.00",0.00,0.00,"1,937.00",5.00,96.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,033.85",,,,,,Payment Within 60 Days,0,0.000,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Odisha,,0090021010,ZST2,28-10-2023,DI2330300380,90001592,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,Odisha,,CUTTACK,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,002,Generic,1400000060,AISHLOP 2MG CAP (BULK PACK 2000),30041060,AC2003,PAC,475.000,Sales,01.02.2022,01.01.2024,1.00,95.00,89.64,42579,0.00,0.00,"42,578.93",0.00,0.00,"42,578.93",12.00,"5,109.48",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.07,"47,688.41",,,,,,Payment Within 60 Days,0,0.000,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Odisha,,0090021010,ZST2,28-10-2023,DI2330300380,90001592,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,Odisha,,CUTTACK,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,002,Generic,1400000262,ASHMIK 500MG/2ML INJECTION,30041090,AL3022,EA,"3,660.000",Sales,05.04.2023,31.03.2025,1.00,130.00,21.63,79165.8,0.00,0.00,"79,165.68",0.00,0.00,"79,165.68",5.00,"3,958.29",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,"83,123.97",,,,,,Payment Within 60 Days,0,0.000,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Odisha,,0090021010,ZST2,28-10-2023,DI2330300380,90001592,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,,,21,Odisha,,CUTTACK,3320,CELEBRITY BIOPHARMA LIMITED CUTTACK,002,Generic,1400000260,ASHMIK 100MG/2ML INJECTION,30041090,AL3043,EA,"15,120.000",Sales,01.06.2023,31.05.2025,1.00,27.00,10.50,158760,0.00,0.00,"1,58,759.77",0.00,0.00,"1,58,759.77",5.00,"7,938.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.23,"1,66,697.77",,,,,,Payment Within 60 Days,500,"4,500.000",30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Madhya Pradesh,,0090021230,ZDLC,13-12-2023,0090021230,,3303,CELEBRITY BIOPHARMA LTD.,AABCE5492Q,23AABCE5492Q1Z6,23,,3303,CELEBRITY BIOPHARMA LTD.,AABCE5492Q,23AABCE5492Q1Z6,23,Madhya Pradesh,,Indore,3303,CELEBRITY BIOPHARMA LTD.,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,1.140,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021231,ZDLC,13-12-2023,0090021231,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021233,ZDLC,13-12-2023,0090021233,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Madhya Pradesh,,0090021236,ZDLC,13-12-2023,0090021236,,3303,CELEBRITY BIOPHARMA LTD.,AABCE5492Q,23AABCE5492Q1Z6,23,,3303,CELEBRITY BIOPHARMA LTD.,AABCE5492Q,23AABCE5492Q1Z6,23,Madhya Pradesh,,Indore,3303,CELEBRITY BIOPHARMA LTD.,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,0,1.140,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021244,ZST2,14-12-2023,DI2330300392,90001703,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000010,ACCUNAC (PARACETAMOL INFUSION IP) 100ML,30049099,0000022980,EA,1.000,Sales,07.12.2023,07.09.2024,1.00,,100.00,100,0.00,0.00,100.00,0.00,0.00,100.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112.00,,,,,,,0,0.132,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021245,ZDLC,14-12-2023,0090021245,,3317,C&F NOOR DISTRIBUTORS-LUDHIANA,,,03,,3317,C&F NOOR DISTRIBUTORS-LUDHIANA,,,03,Punjab,,LUDHIANA,3317,C&F NOOR DISTRIBUTORS-LUDHIANA,002,Generic,1400000176,AMLODIP 5MG TABLET (4X5X10),30049099,CAD203003,STP,100.000,Sales,01.03.2022,01.02.2024,1.00,29.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,50% Adv. & 50% before Dispatch,0,249.000,30,,,,,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021294,ZST2,23-12-2023,DI2330300393,90001723,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000174,AMLODIP 10 (4X5X10),30049099,CAB305002,EA,"1,000.000",Sales,01.05.2023,01.04.2025,1.00,54.43,2.70,2700,0.00,0.00,270.00,0.00,0.00,270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,270.00,,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,5,79.617,30,,,,,002,Generic,,,,12567,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021294,ZST2,23-12-2023,DI2330300393,90001723,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000276,ASHYCLOFLAM P SUSPENSION-O-CARTON 60 ML,30049099,CPAO307001,EA,"1,000.000",Sales,01.07.2023,30.06.2025,1.00,60.00,8.32,8320,0.00,0.00,"8,320.00",0.00,0.00,"8,320.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"8,320.00",,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,002,Generic,,,,12567,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021294,ZST2,23-12-2023,DI2330300393,90001723,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000277,ASHYCLOFLAM P TABLET (ALU ALU)(20X10),30049069,CAP303003,EA,"1,000.000",Sales,01.03.2023,28.02.2025,1.00,63.00,11.80,11800,0.00,0.00,"1,180.00",0.00,0.00,"1,180.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,180.00",,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,002,Generic,,,,12567,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021294,ZST2,23-12-2023,DI2330300393,90001723,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000277,ASHYCLOFLAM P TABLET (ALU ALU)(20X10),30049069,TEST0010,EA,50.000,Sales,31.12.2021,30.11.2023,1.00,63.00,11.80,590,0.00,0.00,59.00,0.00,0.00,59.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.00,,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,002,Generic,,,,12567,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0090021294,ZST2,23-12-2023,DI2330300393,90001723,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000280,ASHYCLOFLAM PLUS TABLET (25X2X10),30049069,CNK209013,EA,"1,000.000",Sales,01.09.2022,31.08.2024,1.00,57.00,7.25,7250,0.00,0.00,725.00,0.00,0.00,725.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,725.00,,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,002,Generic,,,,12567,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021433,ZDLC,13-12-2023,0090021433,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021432,ZDLC,13-12-2023,0090021432,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021431,ZDLC,13-12-2023,0090021431,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021430,ZDLC,13-12-2023,0090021430,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021429,ZDLC,13-12-2023,0090021429,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021428,ZDLC,13-12-2023,0090021428,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021427,ZDLC,13-12-2023,0090021427,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021426,ZST2,13-12-2023,DI2330300398,90001777,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000231,ASHKOFF AM (TRAY PACK) 100ML,30049099,CFH303001,EA,10.000,Sales,01.03.2023,01.02.2025,1.00,70.00,16.10,161,0.00,0.00,161.00,0.00,0.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.00,,,SK01PB2789,09876POL,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,1.140,30,,,,,002,Generic,,,,12563,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021366,ZDLC,29-12-2023,0090021366,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,001,IV,1400000370,BESTAMIN-SE 200ML,30049099,ZZZZZ069,EA,10.000,Sales,01.01.2023,01.01.2025,1.00,,370.00,3700,0.00,0.00,"3,700.00",0.00,0.00,"3,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,700.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,001,IV,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021366,ZDLC,29-12-2023,0090021366,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,002,Generic,1400000377,BETANIR TABS (BULK PACK 4000),30049099,ZZZZZ070,PAC,10.000,Sales,01.01.2023,31.12.2024,1.00,,377.00,3770,0.00,0.00,"3,770.00",0.00,0.00,"3,770.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,770.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,002,Generic,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021366,ZDLC,29-12-2023,0090021366,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,001,IV,1400000369,BENLEVO-LEVOFLOXACIN INF. IP-100ML,30042034,XXXXX068,EA,10.000,Sales,01.11.2023,01.11.2025,1.00,,369.00,3690,0.00,0.00,"3,690.00",0.00,0.00,"3,690.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,690.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,001,IV,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0083000440,S1,12-12-2023,DI2330300389,100005260,10004614,MATHRUSRI PHARMA,APTPJ8462M,37APTPJ8462M1ZW,37,NARASARAOPET,10004614,MATHRUSRI PHARMA,APTPJ8462M,37APTPJ8462M1ZW,37,Andhra Pradesh (New),NARASARAOPET,GUNTUR,10004614,MATHRUSRI PHARMA,002,Generic,1400000299,ASTHACARE-2.5ML,30049099,RS3029,EA,10.000,Sales,01.02.2023,01.01.2025,1.00,28.00,5.00,50,9.00,-4.50,-45.54,0.00,0.00,-45.54,12.00,-5.46,0.00,0.00,0.00,0.00,-50.96,50.96,0.00,0.04,-51.00,KYK_51,01-12-2023,,,,Payment Within 60 Days,0,0.070,10,O003,Zirakpur Sales Ofc,G06,Generic HOD,002,Generic,,,,,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021366,ZDLC,29-12-2023,0090021366,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,001,IV,1400000361,AZZUMOL-PARACETAMOL INFUSION IP-100ML,30049099,XXXXX066,EA,10.000,Sales,01.11.2023,01.11.2025,1.00,,361.00,3610,0.00,0.00,"3,610.00",0.00,0.00,"3,610.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,610.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,001,IV,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021366,ZDLC,29-12-2023,0090021366,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,001,IV,1400000367,BECKET IV 100ML-PARACETAMOL INF. IP,30049099,ZZZZZ067,EA,10.000,Sales,01.01.2023,01.01.2025,1.00,,367.00,3670,0.00,0.00,"3,670.00",0.00,0.00,"3,670.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,670.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,5,10.207,30,,,,,001,IV,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Andhra Pradesh (New),,0090021365,ZDLC,29-12-2023,0090021365,,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,PALNADU,3309,CELEBRITY BIOPHARMA LTD,AABCE5492Q,37AABCE5492Q1ZX,37,Andhra Pradesh (New),PALNADU,GUNTUR,3309,CELEBRITY BIOPHARMA LTD,001,IV,1400000370,BESTAMIN-SE 200ML,30049099,ZZZZZ069,EA,10.000,Sales,01.01.2023,01.01.2025,1.00,,370.00,3700,0.00,0.00,"3,700.00",0.00,0.00,"3,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,700.00",,,GJ08KJ0991,ASD123,SKC DISTRIBUTIONS PRIVATE LIMITED,,0,0.000,30,,,,,001,IV,,,,12586,,0.00,,
3000,01,Pharma Product,3200,,Punjab,,0083000447,S1,23-12-2023,DI2330300393,100005265,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,002,Generic,1400000174,AMLODIP 10 (4X5X10),30049099,CAB305002,EA,"1,000.000",Sales,01.05.2023,01.04.2025,1.00,54.43,2.70,2700,0.00,0.00,-270.00,0.00,0.00,-270.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-270.00,,,GJ08KJ0987,ZZ20950,SKC DISTRIBUTIONS PRIVATE LIMITED,,5,79.617,30,,,,,002,Generic,,,,12567,,0.00,,
