Customer Code,Customer Name,Customer Group,Profit Center,Billing Document,Billing Type,Invoice Date,Reference No.,Reference Date,Document No.,Document Type,Balanace Due,Due Date,Due Days,Not Due,Doubtful Debt,Legal,Sales Group,Sales Organization,Division,Above 180 Days,000to30Days,31to60Days,61to90Days,91to120Days,121to150Days,151to180Days,Written Off
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019641,ZDOM,21-07-2023,DI2310200721,21-07-2023,0090002429,RV,"5,908.00",21-07-2023,197,0.00,"5,908.00",,G04,1000,01,"5,908.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019642,ZDOM,21-07-2023,DI2310200722,21-07-2023,0090002430,RV,"8,862.00",21-07-2023,197,0.00,"8,862.00",,G04,1000,01,"8,862.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019643,ZDOM,21-07-2023,DI2310200723,21-07-2023,0090002431,RV,"4,726.00",21-07-2023,197,0.00,"4,726.00",,G04,1000,01,"4,726.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019644,ZDOM,21-07-2023,DI2310200724,21-07-2023,0090002432,RV,"21,269.00",21-07-2023,197,0.00,"21,269.00",,G04,1000,01,"21,269.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090019656,ZDOM,22-07-2023,DI2310200725,22-07-2023,0090002437,RV,"1,07,417.00",22-07-2023,196,0.00,"1,07,417.00",,G04,1000,01,"1,07,417.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090019662,IV,22-07-2023,DI2310200726,22-07-2023,0090002440,RV,"6,96,528.00",22-07-2023,196,0.00,"6,96,528.00",,,1000,01,"6,96,528.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019669,ZDOM,22-07-2023,DI2310200727,22-07-2023,0090002445,RV,"56,717.00",22-07-2023,196,0.00,"56,717.00",,G04,1000,01,"56,717.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009362,ELDER PRROJECT LIMITED,01,0000001101,0090019685,ZDOM,22-07-2023,DI2310200729,22-07-2023,0090002448,RV,"11,84,679.00",22-07-2023,196,0.00,"11,84,679.00",,,1000,01,"11,84,679.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090019688,IV,22-07-2023,DI2310200730,22-07-2023,0090002449,RV,"17,40,264.00",22-07-2023,196,0.00,"17,40,264.00",,,1000,01,"17,40,264.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009351,SAMARTH LIFE SCIENCES PVT LTD,IV,0000001101,0090019690,ZDOM,22-07-2023,DI2310200731,22-07-2023,0090002450,RV,"1,31,376.00",22-07-2023,196,0.00,"1,31,376.00",,G04,1000,01,"1,31,376.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002628,SAMARTH LIFE SCIENCES PRIVATE LIMIT,IV,0000001101,0090019691,ZDOM,22-07-2023,DI2310200732,22-07-2023,0090002451,RV,"1,31,196.00",22-07-2023,196,0.00,"1,31,196.00",,G04,1000,01,"1,31,196.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090019693,IV,22-07-2023,DI2310200733,22-07-2023,0090002453,RV,"1,41,600.00",22-07-2023,196,0.00,"1,41,600.00",,,1000,01,"1,41,600.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090019705,IV,24-07-2023,DI2310200734,24-07-2023,0090002454,RV,"8,34,499.00",24-07-2023,194,0.00,"8,34,499.00",,,1000,01,"8,34,499.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010005874,FDC LIMITED,Ge,0000001101,0090019714,ZDOM,24-07-2023,DI2310200735,24-07-2023,0090002458,RV,"5,16,096.00",24-07-2023,194,0.00,"5,16,096.00",,G06,1000,01,"5,16,096.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008438,PHORCYS PHARMACEUTICALS PRIVATE LIM,IV,0000001101,0090019727,ZDOM,24-07-2023,DI2310200736,24-07-2023,0090002464,RV,"2,53,324.00",24-07-2023,194,0.00,"2,53,324.00",,G04,1000,01,"2,53,324.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090019751,ZDOM,25-07-2023,DI2310200737,25-07-2023,0090002468,RV,"1,02,246.00",25-07-2023,193,0.00,"1,02,246.00",,G04,1000,01,"1,02,246.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090019752,ZDOM,25-07-2023,DI2310200738,25-07-2023,0090002469,RV,"3,21,649.00",25-07-2023,193,0.00,"3,21,649.00",,G04,1000,01,"3,21,649.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090019753,ZDOM,25-07-2023,DI2310200739,25-07-2023,0090002470,RV,"40,641.00",25-07-2023,193,0.00,"40,641.00",,G04,1000,01,"40,641.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090019763,ZDOM,25-07-2023,DI2310200740,25-07-2023,0090002472,RV,"4,34,227.00",25-07-2023,193,0.00,"4,34,227.00",,G04,1000,01,"4,34,227.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090019764,ZDOM,25-07-2023,DI2310200741,25-07-2023,0090002473,RV,"43,443.00",25-07-2023,193,0.00,"43,443.00",,G04,1000,01,"43,443.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090019776,ZDOM,25-07-2023,DI2310200742,25-07-2023,0090002496,RV,"2,22,007.00",25-07-2023,193,0.00,"2,22,007.00",,G04,1000,01,"2,22,007.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090019791,ZDOM,25-07-2023,DI2310200744,25-07-2023,0090002500,RV,"42,669.00",25-07-2023,193,0.00,"42,669.00",,G10,1000,01,"42,669.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090019805,ZDOM,26-07-2023,DI2310200745,26-07-2023,0090002505,RV,"7,308.00",26-07-2023,192,0.00,"7,308.00",,G04,1000,01,"7,308.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090019808,IV,26-07-2023,DI2310200746,26-07-2023,0090002506,RV,"5,10,525.00",26-07-2023,192,0.00,"5,10,525.00",,,1000,01,"5,10,525.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008293,MCBREX LIFESCIENCES,IV,0000001101,0090019813,ZDOM,26-07-2023,DI2310200747,26-07-2023,0090002508,RV,"1,55,519.00",26-07-2023,192,0.00,"1,55,519.00",,G04,1000,01,"1,55,519.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007245,ARVINCARE,IV,0000001101,0090019814,ZDOM,26-07-2023,DI2310200748,26-07-2023,0090002509,RV,"1,58,635.00",26-07-2023,192,0.00,"1,58,635.00",,G04,1000,01,"1,58,635.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010003567,NEON LABORATORIES LIMITED,IV,0000001101,0090019840,ZDOM,26-07-2023,DI2310200749,26-07-2023,0090002517,RV,"3,81,444.00",26-07-2023,192,0.00,"3,81,444.00",,G04,1000,01,"3,81,444.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010003567,NEON LABORATORIES LIMITED,IV,0000001101,0090019841,ZDOM,26-07-2023,DI2310200750,26-07-2023,0090002518,RV,"10,66,968.00",26-07-2023,192,0.00,"10,66,968.00",,G04,1000,01,"10,66,968.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008836,SWATI MEDICARE PVT LTD,IV,0000001101,0090019871,ZRCN,27-07-2023,CN2310200024,27-07-2023,0090002529,RV,"-4,04,838.00",27-07-2023,191,0.00,"-4,04,838.00",,G04,1000,01,"-4,04,838.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019882,ZDOM,27-07-2023,DI2310200751,27-07-2023,0090002532,RV,"1,32,098.00",27-07-2023,191,0.00,"1,32,098.00",,G04,1000,01,"1,32,098.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019883,ZDOM,27-07-2023,DI2310200752,27-07-2023,0090002533,RV,"1,04,563.00",27-07-2023,191,0.00,"1,04,563.00",,G04,1000,01,"1,04,563.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019884,ZDOM,27-07-2023,DI2310200753,27-07-2023,0090002534,RV,"1,32,447.00",27-07-2023,191,0.00,"1,32,447.00",,G04,1000,01,"1,32,447.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019885,ZDOM,27-07-2023,DI2310200754,27-07-2023,0090002535,RV,"26,141.00",27-07-2023,191,0.00,"26,141.00",,G04,1000,01,"26,141.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019886,ZDOM,27-07-2023,DI2310200755,27-07-2023,0090002536,RV,"1,04,563.00",27-07-2023,191,0.00,"1,04,563.00",,G04,1000,01,"1,04,563.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019887,ZDOM,27-07-2023,DI2310200756,27-07-2023,0090002537,RV,"37,468.00",27-07-2023,191,0.00,"37,468.00",,G04,1000,01,"37,468.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019888,ZDOM,27-07-2023,DI2310200757,27-07-2023,0090002538,RV,"4,531.00",27-07-2023,191,0.00,"4,531.00",,G04,1000,01,"4,531.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019889,ZDOM,27-07-2023,DI2310200758,27-07-2023,0090002539,RV,"45,659.00",27-07-2023,191,0.00,"45,659.00",,G04,1000,01,"45,659.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019890,ZDOM,27-07-2023,DI2310200759,27-07-2023,0090002540,RV,"7,319.00",27-07-2023,191,0.00,"7,319.00",,G04,1000,01,"7,319.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019891,ZDOM,27-07-2023,DI2310200760,27-07-2023,0090002541,RV,"1,45,517.00",27-07-2023,191,0.00,"1,45,517.00",,G04,1000,01,"1,45,517.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019892,ZDOM,27-07-2023,DI2310200761,27-07-2023,0090002542,RV,"34,854.00",27-07-2023,191,0.00,"34,854.00",,G04,1000,01,"34,854.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019893,ZDOM,27-07-2023,DI2310200762,27-07-2023,0090002543,RV,"6,16,923.00",27-07-2023,191,0.00,"6,16,923.00",,G04,1000,01,"6,16,923.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090019894,ZDOM,27-07-2023,DI2310200763,27-07-2023,0090002544,RV,"96,895.00",27-07-2023,191,0.00,"96,895.00",,G04,1000,01,"96,895.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090019895,IV,27-07-2023,DI2310200764,27-07-2023,0090003016,RV,"5,29,648.00",27-07-2023,191,0.00,"5,29,648.00",,,1000,01,"5,29,648.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004932,LEEFORD HEALTHCARE LIMITED,IV,0000001101,0090019900,ZDOM,27-07-2023,DI2310200766,27-07-2023,0090002546,RV,"10,90,102.00",27-07-2023,191,0.00,"10,90,102.00",,G04,1000,01,"10,90,102.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010005859,EVOLET HEALTHCARE PVT. LTD.,IV,0000001101,0090019919,ZDOM,27-07-2023,DI2310200767,27-07-2023,0090002553,RV,"3,85,140.00",27-07-2023,191,0.00,"3,85,140.00",,G04,1000,01,"3,85,140.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009362,ELDER PRROJECT LIMITED,,0000001101,0090019920,ZDOM,27-07-2023,DI2310200768,27-07-2023,0090002554,RV,"10,61,730.00",27-07-2023,191,0.00,"10,61,730.00",,,1000,01,"10,61,730.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007245,ARVINCARE,IV,0000001101,0090019921,ZDOM,27-07-2023,DI2310200769,27-07-2023,0090002555,RV,"1,12,112.00",27-07-2023,191,0.00,"1,12,112.00",,G04,1000,01,"1,12,112.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008836,SWATI MEDICARE PVT LTD,IV,0000001101,0090019938,ZDOM,28-07-2023,DI2310200770,28-07-2023,0090002564,RV,"8,09,676.00",28-07-2023,190,0.00,"8,09,676.00",,G04,1000,01,"8,09,676.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090019945,ZDOM,28-07-2023,DI2310200771,28-07-2023,0090002568,RV,"97,226.00",28-07-2023,190,0.00,"97,226.00",,G04,1000,01,"97,226.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010003567,NEON LABORATORIES LIMITED,IV,0000001101,0090019948,ZDOM,28-07-2023,DI2310200772,28-07-2023,0090002570,RV,"1,03,936.00",28-07-2023,190,0.00,"1,03,936.00",,G04,1000,01,"1,03,936.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010001322,SR PHARMACEUTICAL INDUSTRIES PRIVAT,IV,0000001101,0090019953,ZDOM,28-07-2023,DI2310200773,28-07-2023,0090002572,RV,"10,36,000.00",28-07-2023,190,0.00,"10,36,000.00",,G04,1000,01,"10,36,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009362,ELDER PRROJECT LIMITED,01,0000001101,0090019974,ZDOM,28-07-2023,DI2310200774,28-07-2023,0090002579,RV,"3,08,656.00",28-07-2023,190,0.00,"3,08,656.00",,,1000,01,"3,08,656.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008684,TESLA LABS PRIVATE LIMITED,IV,0000001101,0090019981,ZDOM,28-07-2023,DI2310200775,28-07-2023,0090002584,RV,"3,62,880.00",28-07-2023,190,0.00,"3,62,880.00",,G04,1000,01,"3,62,880.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090019991,ZDOM,28-07-2023,DI2310200776,28-07-2023,0090002587,RV,"10,43,997.00",28-07-2023,190,0.00,"10,43,997.00",,G04,1000,01,"10,43,997.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090019995,ZDOM,28-07-2023,DI2310200777,28-07-2023,0090002590,RV,"6,22,222.00",28-07-2023,190,0.00,"6,22,222.00",,G04,1000,01,"6,22,222.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090020007,IV,29-07-2023,DI2310200778,29-07-2023,0090002592,RV,"1,27,680.00",29-07-2023,189,0.00,"1,27,680.00",,,1000,01,"1,27,680.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020011,ZDOM,29-07-2023,DI2310200779,29-07-2023,0090002595,RV,"42,669.00",29-07-2023,189,0.00,"42,669.00",,G10,1000,01,"42,669.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010005859,EVOLET HEALTHCARE PVT. LTD.,IV,0000001101,0090020049,ZDOM,29-07-2023,DI2310200781,29-07-2023,0090002614,RV,"9,51,619.00",29-07-2023,189,0.00,"9,51,619.00",,G04,1000,01,"9,51,619.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010005859,EVOLET HEALTHCARE PVT. LTD.,IV,0000001101,0090020051,ZDOM,29-07-2023,DI2310200782,29-07-2023,0090002616,RV,"3,17,206.00",29-07-2023,189,0.00,"3,17,206.00",,G04,1000,01,"3,17,206.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0000002100,AISHWARYA LIFESCIENCES,,0000001101,0090020053,IV,29-07-2023,DI2310200783,29-07-2023,0090002617,RV,"8,36,080.00",29-07-2023,189,0.00,"8,36,080.00",,,1000,01,"8,36,080.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010006062,GERMAN REMEDIES PHARMACEUTICALS PRI,IV,0000001101,0090020114,ZDOM,30-07-2023,DI2310200784,30-07-2023,0090002654,RV,"2,03,616.00",30-07-2023,188,0.00,"2,03,616.00",,G04,1000,01,"2,03,616.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010006062,GERMAN REMEDIES PHARMACEUTICALS PRI,IV,0000001101,0090020115,ZDOM,30-07-2023,DI2310200785,30-07-2023,0090002655,RV,"2,05,007.00",30-07-2023,188,0.00,"2,05,007.00",,G04,1000,01,"2,05,007.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004932,LEEFORD HEALTHCARE LIMITED,IV,0000001101,0090020122,ZDOM,30-07-2023,DI2310200786,30-07-2023,0090002659,RV,"10,86,461.00",30-07-2023,188,0.00,"10,86,461.00",,G04,1000,01,"10,86,461.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020123,ZDOM,30-07-2023,DI2310200787,30-07-2023,0090002660,RV,"60,928.00",30-07-2023,188,0.00,"60,928.00",,G10,1000,01,"60,928.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020124,ZDOM,30-07-2023,DI2310200788,30-07-2023,0090002661,RV,"58,491.00",30-07-2023,188,0.00,"58,491.00",,G10,1000,01,"58,491.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020125,ZDOM,30-07-2023,DI2310200789,30-07-2023,0090002662,RV,"60,928.00",30-07-2023,188,0.00,"60,928.00",,G10,1000,01,"60,928.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020126,ZDOM,30-07-2023,DI2310200790,30-07-2023,0090002663,RV,"24,371.00",30-07-2023,188,0.00,"24,371.00",,G10,1000,01,"24,371.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020127,ZDOM,30-07-2023,DI2310200791,30-07-2023,0090002664,RV,"12,186.00",30-07-2023,188,0.00,"12,186.00",,G10,1000,01,"12,186.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020128,ZDOM,30-07-2023,DI2310200792,30-07-2023,0090002665,RV,"18,278.00",30-07-2023,188,0.00,"18,278.00",,G10,1000,01,"18,278.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020129,ZDOM,30-07-2023,DI2310200793,30-07-2023,0090002666,RV,"8,774.00",30-07-2023,188,0.00,"8,774.00",,G10,1000,01,"8,774.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020130,ZDOM,30-07-2023,DI2310200794,30-07-2023,0090002667,RV,"6,093.00",30-07-2023,188,0.00,"6,093.00",,G10,1000,01,"6,093.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020131,ZDOM,30-07-2023,DI2310200795,30-07-2023,0090002668,RV,"3,656.00",30-07-2023,188,0.00,"3,656.00",,G10,1000,01,"3,656.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020132,ZDOM,30-07-2023,DI2310200796,30-07-2023,0090002669,RV,"2,437.00",30-07-2023,188,0.00,"2,437.00",,G10,1000,01,"2,437.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090020133,ZDOM,30-07-2023,DI2310200797,30-07-2023,0090002670,RV,"2,437.00",30-07-2023,188,0.00,"2,437.00",,G10,1000,01,"2,437.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010000772,VARIANT ORGANICS,IV,0000001101,0090020142,ZDOM,30-07-2023,DI2310200798,30-07-2023,0090002674,RV,"4,43,072.00",30-07-2023,188,0.00,"4,43,072.00",,G04,1000,01,"4,43,072.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008651,WARNER INDIA PHARMA PVT.LTD,IV,0000001101,0090020147,ZDOM,30-07-2023,DI2310200799,30-07-2023,0090002676,RV,"2,85,397.00",30-07-2023,188,0.00,"2,85,397.00",,G04,1000,01,"2,85,397.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090020148,ZDOM,30-07-2023,DI2310200800,30-07-2023,0090002677,RV,"91,567.00",30-07-2023,188,0.00,"91,567.00",,G04,1000,01,"91,567.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008292,ROWEZ LIFE SCIENCES PRIVATE LTD,IV,0000001101,0090020149,ZDOM,30-07-2023,DI2310200801,30-07-2023,0090002678,RV,"2,38,459.00",30-07-2023,188,0.00,"2,38,459.00",,G04,1000,01,"2,38,459.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090020216,ZDOM,31-07-2023,DI2310200802,31-07-2023,0090002721,RV,"2,31,021.00",31-07-2023,187,0.00,"2,31,021.00",,G04,1000,01,"2,31,021.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090020230,ZDOM,31-07-2023,DI2310200803,31-07-2023,0090002732,RV,"1,34,534.00",31-07-2023,187,0.00,"1,34,534.00",,G04,1000,01,"1,34,534.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090020315,ZDOM,31-07-2023,DI2310200804,31-07-2023,0090002801,RV,"2,68,172.00",31-07-2023,187,0.00,"2,68,172.00",,G04,1000,01,"2,68,172.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010001123,STRATHSPEY LABS PRIVATE LIMITED,Ex,0000001101,0090020355,ZDOM,31-07-2023,DI2310200806,31-07-2023,0090002827,RV,"2,04,400.00",31-07-2023,187,0.00,"2,04,400.00",,G03,1000,01,"2,04,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010001123,STRATHSPEY LABS PRIVATE LIMITED,Ex,0000001101,0090020356,ZDOM,31-07-2023,DI2310200807,31-07-2023,0090002828,RV,"1,36,539.00",31-07-2023,187,0.00,"1,36,539.00",,G03,1000,01,"1,36,539.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004707,KHUBCHANDANI BUSINESS MACHINE,IV,0000001101,0090020363,ZDOM,31-07-2023,DI2310200808,31-07-2023,0090002832,RV,"43,513.00",31-07-2023,187,0.00,"43,513.00",,G04,1000,01,"43,513.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090020378,ZDOM,31-07-2023,DI2310200810,31-07-2023,0090002840,RV,"5,36,351.00",31-07-2023,187,0.00,"5,36,351.00",,G04,1000,01,"5,36,351.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090020388,ZDOM,31-07-2023,DI2310200811,31-07-2023,0090002847,RV,"2,49,414.00",31-07-2023,187,0.00,"2,49,414.00",,G04,1000,01,"2,49,414.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010004037,MICRO LABS LTD,IV,0000001101,0090020391,ZDOM,31-07-2023,DI2310200812,31-07-2023,0090002848,RV,"7,35,560.00",31-07-2023,187,0.00,"7,35,560.00",,G04,1000,01,"7,35,560.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008684,TESLA LABS PRIVATE LIMITED,IV,0000001101,0090020403,ZDOM,31-07-2023,DI2310200814,31-07-2023,0090002857,RV,"6,13,200.00",31-07-2023,187,0.00,"6,13,200.00",,G04,1000,01,"6,13,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009547,MEDIC LIFECARE,IN,0000001101,0090020417,ZDOM,31-07-2023,DI2310200815,31-07-2023,0090002868,RV,"5,04,000.00",31-07-2023,187,0.00,"5,04,000.00",,G10,1000,01,"5,04,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010009364,NEHA ENTERPRISES,IN,0000001101,0090020418,ZDOM,31-07-2023,DI2310200816,31-07-2023,0090002869,RV,"80,640.00",31-07-2023,187,0.00,"80,640.00",,G10,1000,01,"80,640.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010008936,URMILA MEDICAL AGENCIES,IN,0000001101,0090020419,ZDOM,31-07-2023,DI2310200817,31-07-2023,0090002870,RV,"10,08,000.00",31-07-2023,187,0.00,"10,08,000.00",,G10,1000,01,"10,08,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010001322,SR PHARMACEUTICAL INDUSTRIES PRIVAT,IV,0000001101,0090020435,ZDOM,31-07-2023,DI2310200818,31-07-2023,0090002881,RV,"3,47,200.00",31-07-2023,187,0.00,"3,47,200.00",,G04,1000,01,"3,47,200.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
0010001318,SR MEDICARE PVT LTD,IV,0000001101,0090020437,ZDOM,31-07-2023,DI2310200819,31-07-2023,0090002882,RV,"4,13,000.00",31-07-2023,187,0.00,"4,13,000.00",,G04,1000,01,"4,13,000.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00
