Customer Code,Customer Name,Customer Group,Profit Center,Document No.,Document Type,Invoice Date,Due Date,Reference No.,Reference Date,Balanace Due,Due Days,Doubtful Debt,Not Due,Billing Type,Sales Group,Sales Organization,Division,Billing Document,000to30Days,31to60Days,61to90Days,91to120Days,121to150Days,151to180Days,Above 180 Days,Legal,Written Off
0010008365,MAA DRUG AGENCY,Et,0000001301,0090003502,RV,31-10-2022,31-10-2022,DI2211000999,31-10-2022,"1,13,255.00",505,"1,13,255.00",0.00,ZDOM,G09,1000,01,0090009194,0.00,0.00,0.00,0.00,0.00,0.00,"1,13,255.00",,"1,13,255.00"
0010008597,SINGH MEDICAL STORE,CC,0000001200,0090003503,RV,31-10-2022,31-10-2022,DI2210300552,31-10-2022,"41,373.00",505,"41,373.00",0.00,ZDOM,G08,1000,01,0090009195,0.00,0.00,0.00,0.00,0.00,0.00,"41,373.00",,"41,373.00"
0010008357,BHARAT PHARMA,Et,0000001301,0090003523,RV,31-10-2022,31-10-2022,DI2211001004,31-10-2022,"25,760.00",505,"25,760.00",0.00,ZDOM,G09,1000,01,0090009220,0.00,0.00,0.00,0.00,0.00,0.00,"25,760.00",,"25,760.00"
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090003524,RV,31-10-2022,31-10-2022,DI2210300555,31-10-2022,"2,80,000.00",505,"2,80,000.00",0.00,ZDOM,G08,1000,01,0090009222,0.00,0.00,0.00,0.00,0.00,0.00,"2,80,000.00",,"2,80,000.00"
0010008576,B.K.MEDICINE MART,Et,0000001301,0090003532,RV,31-10-2022,31-10-2022,DI2211001007,31-10-2022,"40,494.00",505,"40,494.00",0.00,ZDOM,G09,1000,01,0090009231,0.00,0.00,0.00,0.00,0.00,0.00,"40,494.00",,"40,494.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003534,RV,31-10-2022,31-10-2022,DI2211100129,31-10-2022,"4,65,454.00",505,"4,65,454.00",0.00,IV,,1000,01,0090009234,0.00,0.00,0.00,0.00,0.00,0.00,"4,65,454.00",,"4,65,454.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003535,RV,31-10-2022,31-10-2022,DI2211100130,31-10-2022,"11,74,442.00",505,"11,74,442.00",0.00,IV,,1000,01,0090009235,0.00,0.00,0.00,0.00,0.00,0.00,"11,74,442.00",,"11,74,442.00"
0010008627,RAMA PHARMA,Et,0000001301,0090003537,RV,31-10-2022,31-10-2022,DI2211001008,31-10-2022,"26,648.00",505,"26,648.00",0.00,ZDOM,G09,1000,01,0090009237,0.00,0.00,0.00,0.00,0.00,0.00,"26,648.00",,"26,648.00"
0010002794,RADHEY KRISHNA PHARMA,Et,0000001302,0090003544,RV,31-10-2022,31-10-2022,DI2210900375,31-10-2022,"62,389.00",505,"62,389.00",0.00,ZDOM,G09,1000,01,0090009244,0.00,0.00,0.00,0.00,0.00,0.00,"62,389.00",,"62,389.00"
0010003391,PRANAV AGENCIES,CC,0000001302,0090003547,RV,31-10-2022,31-10-2022,DI2210900376,31-10-2022,"33,040.00",505,"33,040.00",0.00,ZDOM,G08,1000,01,0090009247,0.00,0.00,0.00,0.00,0.00,0.00,"33,040.00",,"33,040.00"
0010008597,SINGH MEDICAL STORE,CC,0000001302,0090003548,RV,31-10-2022,31-10-2022,DI2210900377,31-10-2022,"6,664.00",505,"6,664.00",0.00,ZDOM,G08,1000,01,0090009249,0.00,0.00,0.00,0.00,0.00,0.00,"6,664.00",,"6,664.00"
0010008682,MANAN PHARMA,CC,0000001200,0090003550,RV,31-10-2022,31-10-2022,DI2210300559,31-10-2022,"55,104.00",505,"55,104.00",0.00,ZDOM,G08,1000,01,0090009251,0.00,0.00,0.00,0.00,0.00,0.00,"55,104.00",,"55,104.00"
0010007744,G.S.B. PHARMA,Et,0000001301,0090003552,RV,31-10-2022,31-10-2022,DI2211001013,31-10-2022,"33,602.00",505,"33,602.00",0.00,ZDOM,G09,1000,01,0090009253,0.00,0.00,0.00,0.00,0.00,0.00,"33,602.00",,"33,602.00"
0010007140,ANNAPURNA PHARMA,Et,0000001301,0090003554,RV,31-10-2022,31-10-2022,DI2211001014,31-10-2022,"49,014.00",505,"49,014.00",0.00,ZDOM,G09,1000,01,0090009255,0.00,0.00,0.00,0.00,0.00,0.00,"49,014.00",,"49,014.00"
0010008453,J.P. DRUG AGENCY,Et,0000001301,0090003557,RV,31-10-2022,31-10-2022,DI2211001017,31-10-2022,"5,040.00",505,"5,040.00",0.00,ZDOM,G09,1000,01,0090009258,0.00,0.00,0.00,0.00,0.00,0.00,"5,040.00",,"5,040.00"
0010005310,KAMLESH MEDICAL AGENCY,Et,0000001302,0090003567,RV,02-11-2022,02-11-2022,CN2210900038,02-11-2022,"-46,095.00",503,"-46,095.00",0.00,ZRCN,G09,1000,01,0090009282,0.00,0.00,0.00,0.00,0.00,0.00,"-46,095.00",,"-46,095.00"
0010005310,KAMLESH MEDICAL AGENCY,Et,0000001302,0090003568,RV,02-11-2022,02-11-2022,CN2210900039,02-11-2022,"-28,008.00",503,"-28,008.00",0.00,ZRCN,G09,1000,01,0090009283,0.00,0.00,0.00,0.00,0.00,0.00,"-28,008.00",,"-28,008.00"
0010005310,KAMLESH MEDICAL AGENCY,Et,0000001302,0090003569,RV,02-11-2022,02-11-2022,CN2210900040,02-11-2022,-432.00,503,-432.00,0.00,ZRCN,G09,1000,01,0090009284,0.00,0.00,0.00,0.00,0.00,0.00,-432.00,,-432.00
0010006288,CLASSIC MARKETING,CC,0000001200,0090003570,RV,28-10-2022,28-10-2022,CN2210300058,28-10-2022,"-1,39,184.00",508,"-1,39,184.00",0.00,ZRCN,G08,1000,01,0090009285,0.00,0.00,0.00,0.00,0.00,0.00,"-1,39,184.00",,"-1,39,184.00"
0010007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,0000001200,0090003595,RV,04-11-2022,04-11-2022,DI2210300564,04-11-2022,"77,898.00",501,"77,898.00",0.00,ZDOM,G08,1000,01,0090009335,0.00,0.00,0.00,0.00,0.00,0.00,"77,898.00",,"77,898.00"
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003607,RV,05-11-2022,05-11-2022,DI2211100136,05-11-2022,"14,94,284.00",500,"14,94,284.00",0.00,IV,,1000,01,0090009361,0.00,0.00,0.00,0.00,0.00,0.00,"14,94,284.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003610,RV,05-11-2022,05-11-2022,DI2211100137,05-11-2022,"29,50,241.00",500,"29,50,241.00",0.00,IV,,1000,01,0090009367,0.00,0.00,0.00,0.00,0.00,0.00,"29,50,241.00",,0.00
0010005907,GANDHI BROTHERS,CC,0000001200,0090003619,RV,08-11-2022,08-11-2022,CN2210300060,08-11-2022,"-14,38,056.00",497,"-14,38,056.00",0.00,ZRCN,G08,1000,01,0090009401,0.00,0.00,0.00,0.00,0.00,0.00,"-14,38,056.00",,0.00
0010008597,SINGH MEDICAL STORE,CC,0000001302,0090003624,RV,08-11-2022,08-11-2022,DI2210900382,08-11-2022,"10,080.00",497,"10,080.00",0.00,ZDOM,G08,1000,01,0090009406,0.00,0.00,0.00,0.00,0.00,0.00,"10,080.00",,0.00
0010008648,RAGHUVAR MEDICINES,Et,0000001302,0090003641,RV,09-11-2022,09-11-2022,DI2210900386,09-11-2022,"6,480.00",496,"6,480.00",0.00,ZDOM,G08,1000,01,0090009464,0.00,0.00,0.00,0.00,0.00,0.00,"6,480.00",,0.00
0010008650,PANNA PHARMACEUTICALS,CC,0000001302,0090003660,RV,11-11-2022,11-11-2022,DI2210900388,11-11-2022,"22,400.00",494,"22,400.00",0.00,ZDOM,G08,1000,01,0090009529,0.00,0.00,0.00,0.00,0.00,0.00,"22,400.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003664,RV,12-11-2022,12-11-2022,DI2211100140,12-11-2022,"4,36,997.00",493,"4,36,997.00",0.00,IV,,1000,01,0090009544,0.00,0.00,0.00,0.00,0.00,0.00,"4,36,997.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003665,RV,12-11-2022,12-11-2022,DI2211100141,12-11-2022,"43,62,740.00",493,"43,62,740.00",0.00,IV,,1000,01,0090009545,0.00,0.00,0.00,0.00,0.00,0.00,"43,62,740.00",,0.00
0010007156,ANURAG PHARMA,Et,0000001302,0090003680,RV,15-11-2022,15-11-2022,CN2210900043,15-11-2022,"-10,109.00",490,"-10,109.00",0.00,ZRCN,G09,1000,01,0090009581,0.00,0.00,0.00,0.00,0.00,0.00,"-10,109.00",,0.00
0010007512,ADRIYA MEDI HOUSE,CC,0000001200,0090003697,RV,15-11-2022,15-11-2022,CN2210300064,15-11-2022,"-4,56,960.00",490,"-4,56,960.00",0.00,ZRCN,G08,1000,01,0090009616,0.00,0.00,0.00,0.00,0.00,0.00,"-4,56,960.00",,0.00
0010007512,ADRIYA MEDI HOUSE,CC,0000001200,0090003698,RV,15-11-2022,15-11-2022,CN2210300065,15-11-2022,"-2,24,125.00",490,"-2,24,125.00",0.00,ZRCN,G08,1000,01,0090009617,0.00,0.00,0.00,0.00,0.00,0.00,"-2,24,125.00",,0.00
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090003701,RV,16-11-2022,16-11-2022,DI2210300581,16-11-2022,"2,21,966.00",489,"2,21,966.00",0.00,ZDOM,G08,1000,01,0090009622,0.00,0.00,0.00,0.00,0.00,0.00,"2,21,966.00",,0.00
0010008694,LIFE DRUG AGENCY,CC,0000001302,0090003712,RV,17-11-2022,17-11-2022,DI2210900392,17-11-2022,"36,837.00",488,"36,837.00",0.00,ZDOM,G09,1000,01,0090009668,0.00,0.00,0.00,0.00,0.00,0.00,"36,837.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003716,RV,18-11-2022,18-11-2022,CN2210300066,18-11-2022,"-4,483.00",487,"-4,483.00",0.00,ZRCN,G08,1000,01,0090009674,0.00,0.00,0.00,0.00,0.00,0.00,"-4,483.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003721,RV,18-11-2022,18-11-2022,DI2211100144,18-11-2022,"18,88,479.00",487,"18,88,479.00",0.00,IV,,1000,01,0090009685,0.00,0.00,0.00,0.00,0.00,0.00,"18,88,479.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003724,RV,18-11-2022,18-11-2022,CN2210300068,18-11-2022,"-23,610.00",487,"-23,610.00",0.00,ZRCN,G08,1000,01,0090009692,0.00,0.00,0.00,0.00,0.00,0.00,"-23,610.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003725,RV,18-11-2022,18-11-2022,CN2210300069,18-11-2022,"-33,600.00",487,"-33,600.00",0.00,ZRCN,G08,1000,01,0090009693,0.00,0.00,0.00,0.00,0.00,0.00,"-33,600.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003726,RV,18-11-2022,18-11-2022,DI2211100146,18-11-2022,"8,09,088.00",487,"8,09,088.00",0.00,IV,,1000,01,0090009694,0.00,0.00,0.00,0.00,0.00,0.00,"8,09,088.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003727,RV,18-11-2022,18-11-2022,CN2210300070,18-11-2022,"-9,072.00",487,"-9,072.00",0.00,ZRCN,G08,1000,01,0090009695,0.00,0.00,0.00,0.00,0.00,0.00,"-9,072.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003728,RV,18-11-2022,18-11-2022,CN2210300071,18-11-2022,"-33,600.00",487,"-33,600.00",0.00,ZRCN,G08,1000,01,0090009696,0.00,0.00,0.00,0.00,0.00,0.00,"-33,600.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003729,RV,18-11-2022,18-11-2022,CN2210300072,18-11-2022,"-25,966.00",487,"-25,966.00",0.00,ZRCN,G08,1000,01,0090009697,0.00,0.00,0.00,0.00,0.00,0.00,"-25,966.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003730,RV,18-11-2022,18-11-2022,CN2210300073,18-11-2022,"-39,956.00",487,"-39,956.00",0.00,ZRCN,G08,1000,01,0090009698,0.00,0.00,0.00,0.00,0.00,0.00,"-39,956.00",,0.00
0010008392,KPM SURGICARE,CC,0000001200,0090003731,RV,18-11-2022,18-11-2022,CN2210300074,18-11-2022,"-14,000.00",487,"-14,000.00",0.00,ZRCN,G08,1000,01,0090009699,0.00,0.00,0.00,0.00,0.00,0.00,"-14,000.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003732,RV,18-11-2022,18-11-2022,DI2211100147,18-11-2022,"7,13,132.00",487,"7,13,132.00",0.00,IV,,1000,01,0090009700,0.00,0.00,0.00,0.00,0.00,0.00,"7,13,132.00",,0.00
0010000067,VCARE PHARMA,CC,0000001200,0090003738,RV,18-11-2022,18-11-2022,CN2210300077,18-11-2022,"-1,05,981.00",487,"-1,05,981.00",0.00,ZRCN,G08,1000,01,0090009711,0.00,0.00,0.00,0.00,0.00,0.00,"-1,05,981.00",,0.00
0010000067,VCARE PHARMA,CC,0000001200,0090003739,RV,18-11-2022,18-11-2022,CN2210300078,18-11-2022,"-45,304.00",487,"-45,304.00",0.00,ZRCN,G08,1000,01,0090009712,0.00,0.00,0.00,0.00,0.00,0.00,"-45,304.00",,0.00
0010000067,VCARE PHARMA,CC,0000001200,0090003740,RV,18-11-2022,18-11-2022,CN2210300079,18-11-2022,"-30,240.00",487,"-30,240.00",0.00,ZRCN,G08,1000,01,0090009713,0.00,0.00,0.00,0.00,0.00,0.00,"-30,240.00",,0.00
0010008597,SINGH MEDICAL STORE,CC,0000001302,0090003741,RV,18-11-2022,18-11-2022,DI2210900395,18-11-2022,"38,304.00",487,"38,304.00",0.00,ZDOM,G08,1000,01,0090009714,0.00,0.00,0.00,0.00,0.00,0.00,"38,304.00",,0.00
0010008386,VISHWATARA ENTERPRISES,Et,0000001302,0090003755,RV,21-11-2022,21-11-2022,CN2210900044,21-11-2022,"-91,718.00",484,"-91,718.00",0.00,ZRCN,G09,1000,01,0090009759,0.00,0.00,0.00,0.00,0.00,0.00,"-91,718.00",,0.00
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090004072,RV,22-11-2022,22-11-2022,DI2210300587,22-11-2022,"3,67,500.00",483,"3,67,500.00",0.00,ZDOM,G08,1000,01,0090009810,0.00,0.00,0.00,0.00,0.00,0.00,"3,67,500.00",,0.00
0010003359,POOJA PHARMA,CC,0000001301,0090003772,RV,22-11-2022,22-11-2022,DI2211001043,22-11-2022,"11,200.00",483,"11,200.00",0.00,ZDOM,G08,1000,01,0090009812,0.00,0.00,0.00,0.00,0.00,0.00,"11,200.00",,0.00
0010008484,MONA ENTERPRISES,Et,0000001301,0090003776,RV,22-11-2022,22-11-2022,DI2211001046,22-11-2022,"15,994.00",483,"15,994.00",0.00,ZDOM,G09,1000,01,0090009817,0.00,0.00,0.00,0.00,0.00,0.00,"15,994.00",,0.00
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090003778,RV,22-11-2022,22-11-2022,DI2210300588,22-11-2022,"3,32,237.00",483,"3,32,237.00",0.00,ZDOM,G08,1000,01,0090009827,0.00,0.00,0.00,0.00,0.00,0.00,"3,32,237.00",,0.00
0010008518,BHAGWATI MEDICINES,Et,0000001302,0090003780,RV,23-11-2022,23-11-2022,CN2210900045,23-11-2022,"-80,231.00",482,"-80,231.00",0.00,ZRCN,G09,1000,01,0090009841,0.00,0.00,0.00,0.00,0.00,0.00,"-80,231.00",,0.00
0010008660,THE CHIEF MEDICAL OFFICER KARGIL,IN,0000001101,0090003785,RV,23-11-2022,23-11-2022,DI2210201387,23-11-2022,0.00,482,"36,960.00",0.00,ZDOM,G04,1000,01,0090009855,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00
0010008660,THE CHIEF MEDICAL OFFICER KARGIL,IN,0000001101,0090003786,RV,23-11-2022,23-11-2022,DI2210201388,23-11-2022,"25,010.00",482,"25,010.00",0.00,ZDOM,G04,1000,01,0090009856,0.00,0.00,0.00,0.00,0.00,0.00,"25,010.00",,0.00
0010008661,THE CHIEF MEDICAL OFFICER LEH,IN,0000001101,0090003789,RV,23-11-2022,23-11-2022,DI2210201391,23-11-2022,"15,680.00",482,"15,680.00",0.00,ZDOM,G04,1000,01,0090009860,0.00,0.00,0.00,0.00,0.00,0.00,"15,680.00",,0.00
0010006946,CADLAY PHARMA PVT LTD,Ex,0000001102,0090003793,RV,23-11-2022,23-11-2022,DI2211100148,23-11-2022,"83,552.00",482,"83,552.00",0.00,ZDOM,G03,1000,01,0090009870,0.00,0.00,0.00,0.00,0.00,0.00,"83,552.00",,0.00
0010007264,ASHISH MEDICAL STORE,Et,0000001200,0090003795,RV,23-11-2022,23-11-2022,DI2210900402,23-11-2022,"87,828.00",482,"87,828.00",0.00,ZDOM,G09,1000,01,0090009873,0.00,0.00,0.00,0.00,0.00,0.00,"87,828.00",,0.00
0010008611,OM SHIV AGENCY,CC,0000001301,0090003801,RV,24-11-2022,24-11-2022,DI2211001050,24-11-2022,"10,472.00",481,"10,472.00",0.00,ZDOM,G08,1000,01,0090009888,0.00,0.00,0.00,0.00,0.00,0.00,"10,472.00",,0.00
0010008306,PHARMACEUTICALS & MEDICAL DEVICES B,IN,0000001102,0090003803,RV,24-11-2022,24-11-2022,DI2211100149,24-11-2022,"28,20,272.00",481,"28,20,272.00",0.00,ZDOM,G04,1000,01,0090009895,0.00,0.00,0.00,0.00,0.00,0.00,"28,20,272.00",,0.00
0010008299,PHARMACEUTICALS & MEDICAL DEVICES B,IN,0000001102,0090003819,RV,25-11-2022,25-11-2022,DI2211100150,25-11-2022,"23,00,691.00",480,"23,00,691.00",0.00,ZDOM,G04,1000,01,0090009935,0.00,0.00,0.00,0.00,0.00,0.00,"23,00,691.00",,0.00
0010000487,TAKSHAK PHARMA,CC,0000001200,0090003833,RV,26-11-2022,26-11-2022,DI2210300596,26-11-2022,"30,800.00",479,"30,800.00",0.00,ZDOM,G08,1000,01,0090009963,0.00,0.00,0.00,0.00,0.00,0.00,"30,800.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003835,RV,26-11-2022,26-11-2022,DN2210300010,26-11-2022,0.00,479,"16,85,481.00",0.00,ZDNI,G09,1000,01,0090009966,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003836,RV,26-11-2022,26-11-2022,DN2210300011,26-11-2022,"17,43,384.00",479,"17,43,384.00",0.00,ZDNI,G09,1000,01,0090009967,0.00,0.00,0.00,0.00,0.00,0.00,"17,43,384.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003837,RV,26-11-2022,26-11-2022,DN2210300012,26-11-2022,"20,64,420.00",479,"20,64,420.00",0.00,ZDNI,G09,1000,01,0090009968,0.00,0.00,0.00,0.00,0.00,0.00,"20,64,420.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003838,RV,26-11-2022,26-11-2022,DN2210300013,26-11-2022,"21,70,932.00",479,"21,70,932.00",0.00,ZDNI,G09,1000,01,0090009969,0.00,0.00,0.00,0.00,0.00,0.00,"21,70,932.00",,0.00
0010007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,0000001200,0090003871,RV,28-11-2022,28-11-2022,DI2210300601,28-11-2022,"15,41,550.00",477,"15,41,550.00",0.00,ZDOM,G08,1000,01,0090010047,0.00,0.00,0.00,0.00,0.00,0.00,"15,41,550.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003884,RV,29-11-2022,29-11-2022,DI2211100157,29-11-2022,"17,26,703.00",476,"17,26,703.00",0.00,IV,,1000,01,0090010072,0.00,0.00,0.00,0.00,0.00,0.00,"17,26,703.00",,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001102,0090003885,RV,29-11-2022,29-11-2022,DI2211100158,29-11-2022,"2,75,993.00",476,"2,75,993.00",0.00,IV,,1000,01,0090010075,0.00,0.00,0.00,0.00,0.00,0.00,"2,75,993.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003895,RV,29-11-2022,29-11-2022,DI2210300605,29-11-2022,"2,30,160.00",476,"2,30,160.00",0.00,ZDOM,G09,1000,01,0090010089,0.00,0.00,0.00,0.00,0.00,0.00,"2,30,160.00",,0.00
0010008484,MONA ENTERPRISES,Et,0000001301,0090003897,RV,29-11-2022,29-11-2022,DI2211001061,29-11-2022,"7,560.00",476,"7,560.00",0.00,ZDOM,G09,1000,01,0090010091,0.00,0.00,0.00,0.00,0.00,0.00,"7,560.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090003907,RV,26-11-2022,26-11-2022,DN2210300016,26-11-2022,"13,81,735.00",479,"13,81,735.00",0.00,ZDNI,G09,1000,01,0090010106,0.00,0.00,0.00,0.00,0.00,0.00,"13,81,735.00",,0.00
0010008707,R.H.S. MEDICARE AND SURGICAL CENTRE,CC,0000001302,0090003929,RV,29-11-2022,29-11-2022,DI2210900418,29-11-2022,"31,270.00",476,"31,270.00",0.00,ZDOM,G08,1000,01,0090010146,0.00,0.00,0.00,0.00,0.00,0.00,"31,270.00",,0.00
0010008707,R.H.S. MEDICARE AND SURGICAL CENTRE,CC,0000001302,0090003930,RV,29-11-2022,29-11-2022,DI2210900419,29-11-2022,"91,522.00",476,"91,522.00",0.00,ZDOM,G08,1000,01,0090010147,0.00,0.00,0.00,0.00,0.00,0.00,"91,522.00",,0.00
0010008532,RADHIKA DRUGS,Et,0000001301,0090003931,RV,29-11-2022,29-11-2022,DI2211001069,29-11-2022,"92,456.00",476,"92,456.00",0.00,ZDOM,G09,1000,01,0090010148,0.00,0.00,0.00,0.00,0.00,0.00,"92,456.00",,0.00
0010008481,RAJ PHARMACEUTICAL AGENCY,Et,0000001301,0090003940,RV,30-11-2022,30-11-2022,DI2211001072,30-11-2022,"75,433.00",475,"75,433.00",0.00,ZDOM,G09,1000,01,0090010160,0.00,0.00,0.00,0.00,0.00,0.00,"75,433.00",,0.00
0010007264,ASHISH MEDICAL STORE,Et,0000001302,0090003941,RV,30-11-2022,30-11-2022,DI2210900420,30-11-2022,"46,080.00",475,"46,080.00",0.00,ZDOM,G09,1000,01,0090010161,0.00,0.00,0.00,0.00,0.00,0.00,"46,080.00",,0.00
0010008294,ASHISH MEDICAL,CC,0000001301,0090003944,RV,30-11-2022,30-11-2022,DI2211001073,30-11-2022,"48,209.00",475,"48,209.00",0.00,ZDOM,G09,1000,01,0090010164,0.00,0.00,0.00,0.00,0.00,0.00,"48,209.00",,0.00
0010008461,PARWATI DRUG HOUSE,Et,0000001301,0090003946,RV,30-11-2022,30-11-2022,DI2211001075,30-11-2022,"55,863.00",475,"55,863.00",0.00,ZDOM,G09,1000,01,0090010166,0.00,0.00,0.00,0.00,0.00,0.00,"55,863.00",,0.00
0010008682,MANAN PHARMA,CC,0000001200,0090003950,RV,30-11-2022,30-11-2022,DI2210300612,30-11-2022,"75,942.00",475,"75,942.00",0.00,ZDOM,G08,1000,01,0090010171,0.00,0.00,0.00,0.00,0.00,0.00,"75,942.00",,0.00
0010008583,NAVYOG HEALTH CARE,Et,0000001302,0090003959,RV,30-11-2022,30-11-2022,DI2210900425,30-11-2022,"1,27,728.00",475,"1,27,728.00",0.00,ZDOM,G09,1000,01,0090010184,0.00,0.00,0.00,0.00,0.00,0.00,"1,27,728.00",,0.00
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090003984,RV,30-11-2022,30-11-2022,DI2210300618,30-11-2022,"1,11,955.00",475,"1,11,955.00",0.00,ZDOM,G08,1000,01,0090010227,0.00,0.00,0.00,0.00,0.00,0.00,"1,11,955.00",,0.00
0010006244,CHANDA MEDICAL AGENCY,CC,0000001200,0090003986,RV,30-11-2022,30-11-2022,DI2210300619,30-11-2022,"26,880.00",475,"26,880.00",0.00,ZDOM,G08,1000,01,0090010229,0.00,0.00,0.00,0.00,0.00,0.00,"26,880.00",,0.00
0010008597,SINGH MEDICAL STORE,CC,0000001302,0090003990,RV,30-11-2022,30-11-2022,DI2210900431,30-11-2022,"20,720.00",475,"20,720.00",0.00,ZDOM,G09,1000,01,0090010236,0.00,0.00,0.00,0.00,0.00,0.00,"20,720.00",,0.00
0010008449,NEW RUBI PHARMA,Et,0000001301,0090003994,RV,30-11-2022,30-11-2022,DI2211001086,30-11-2022,"1,72,969.00",475,"1,72,969.00",0.00,ZDOM,G09,1000,01,0090010244,0.00,0.00,0.00,0.00,0.00,0.00,"1,72,969.00",,0.00
0010008653,MITANSH SURGICAL,CC,0000001200,0090003996,RV,30-11-2022,30-11-2022,DI2210300620,30-11-2022,"28,224.00",475,"28,224.00",0.00,ZDOM,G08,1000,01,0090010246,0.00,0.00,0.00,0.00,0.00,0.00,"28,224.00",,0.00
0010008449,NEW RUBI PHARMA,Et,0000001301,0090003997,RV,30-11-2022,30-11-2022,DI2211001087,30-11-2022,"8,100.00",475,"8,100.00",0.00,ZDOM,G09,1000,01,0090010247,0.00,0.00,0.00,0.00,0.00,0.00,"8,100.00",,0.00
0010008653,MITANSH SURGICAL,CC,0000001200,0090004001,RV,30-11-2022,30-11-2022,DI2210300621,30-11-2022,"1,10,533.00",475,"1,10,533.00",0.00,ZDOM,G08,1000,01,0090010251,0.00,0.00,0.00,0.00,0.00,0.00,"1,10,533.00",,0.00
0010002485,SADA SHIV DISTRIBUTOR,Et,0000001302,0090004011,RV,30-11-2022,30-11-2022,DI2210900436,30-11-2022,"42,407.00",475,"42,407.00",0.00,ZDOM,G09,1000,01,0090010263,0.00,0.00,0.00,0.00,0.00,0.00,"42,407.00",,0.00
0010008620,AYUSH MEDICAL AGENCY,Et,0000001301,0090004012,RV,30-11-2022,30-11-2022,DI2211001088,30-11-2022,"1,06,493.00",475,"1,06,493.00",0.00,ZDOM,G09,1000,01,0090010264,0.00,0.00,0.00,0.00,0.00,0.00,"1,06,493.00",,0.00
0010007240,ARUN MEDICAL AGENCIES,Et,0000001302,0090004016,RV,30-11-2022,30-11-2022,DI2210900439,30-11-2022,"19,976.00",475,"19,976.00",0.00,ZDOM,G09,1000,01,0090010268,0.00,0.00,0.00,0.00,0.00,0.00,"19,976.00",,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090004030,RV,30-11-2022,30-11-2022,DI2210300625,30-11-2022,"2,12,034.00",475,"2,12,034.00",0.00,ZDOM,G09,1000,01,0090010284,0.00,0.00,0.00,0.00,0.00,0.00,"2,12,034.00",,0.00
0010008572,SIVAM REMEDIES PRIVATE LIMITED,CC,0000001200,0090004032,RV,30-11-2022,30-11-2022,DI2210300626,30-11-2022,"67,200.00",475,"67,200.00",0.00,ZDOM,G08,1000,01,0090010286,0.00,0.00,0.00,0.00,0.00,0.00,"67,200.00",,0.00
0010008597,SINGH MEDICAL STORE,CC,0000001302,0090004033,RV,30-11-2022,30-11-2022,DI2210900441,30-11-2022,"27,104.00",475,"27,104.00",0.00,ZDOM,G08,1000,01,0090010287,0.00,0.00,0.00,0.00,0.00,0.00,"27,104.00",,0.00
0010008717,JAYRANJEET ENTERPRISES,CC,0000001200,0090004034,RV,30-11-2022,30-11-2022,DI2210300627,30-11-2022,"31,920.00",475,"31,920.00",0.00,ZDOM,G08,1000,01,0090010288,0.00,0.00,0.00,0.00,0.00,0.00,"31,920.00",,0.00
