CustCode.;Doc. No.;CustName;CustGrp;PrfitCentr;DocuType;InvDate;DueDate.;ReferNo;ReferenDt;BalanaDue;DueDays.;DoutfulDeb;NotDue;BillinType;SalesGroup;SalesOrga;Division;BillinDocu;0to30Days;31to60Days;61to90Days;91to120Day;121to150Day;151to180Da;Abve180Day;Legal;WrittenOff;Due Amount;Overdue Amount;Timestamp;Status
0010005702;0090005177;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;16.01.2024;16.01.2024;DI2330200517;16.01.2024;169.250,00;00151;0,00;0,00;ZDOM;G07;3000;01;0090029116;0,00;169.250,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;169.250,00;20.240.617.140.855,0000000;Update
0010009799;0090005179;ALEX PACKAGING PVT. LTD.;;0000003100;RV;16.01.2024;16.01.2024;DI2330200518;16.01.2024;86.055,00;00151;0,00;0,00;ZDOM;;3000;01;0090029120;0,00;86.055,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;86.055,00;20.240.617.140.855,0000000;Update
0010009799;0090005182;ALEX PACKAGING PVT. LTD.;;0000003100;RV;16.01.2024;16.01.2024;DI2330200521;16.01.2024;328.561,00;00151;0,00;0,00;ZDOM;;3000;01;0090029124;0,00;328.561,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;328.561,00;20.240.617.140.855,0000000;Update
0010008732;0090005183;SANSKAR MEDICAL AGENCIES;Ge;0000003303;RV;16.01.2024;16.01.2024;DI2332300624;16.01.2024;44.710,00;00151;0,00;0,00;ZDOM;G06;3000;01;0090029127;0,00;44.710,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.710,00;20.240.617.140.855,0000000;Update
0010008725;0090005187;TRADEX;Ge;0000003303;RV;16.01.2024;16.01.2024;DI2332300626;16.01.2024;39.798,00;00151;0,00;0,00;ZDOM;G06;3000;01;0090029135;0,00;39.798,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;39.798,00;20.240.617.140.855,0000000;Update
0000002200;0090005190;AISHWARYA LIFESCIENCES;;0000003200;RV;17.01.2024;17.01.2024;DI2330300667;17.01.2024;284.200,00;00150;0,00;0,00;IV;;3000;01;0090029147;0,00;284.200,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;284.200,00;20.240.617.140.855,0000000;Update
0010003839;0090005193;OM DLD PHARMACEUTICALS;Ge;0000003313;RV;17.01.2024;17.01.2024;DI2332400252;17.01.2024;4.368,00;00150;0,00;0,00;ZDOM;G06;3000;01;0090029153;0,00;4.368,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;4.368,00;20.240.617.140.855,0000000;Update
0010009799;0090005206;ALEX PACKAGING PVT. LTD.;01;0000003100;RV;18.01.2024;18.01.2024;DI2330200522;18.01.2024;353.749,00;00149;0,00;0,00;ZDOM;;3000;01;0090029171;0,00;353.749,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;353.749,00;20.240.617.140.855,0000000;Update
0010008498;0090005208;SRI LABDHEE HEALTHCARE;Ge;0000003316;RV;18.01.2024;18.01.2024;DI2333300509;18.01.2024;9.430,00;00149;0,00;0,00;ZDOM;G06;3000;01;0090029173;0,00;9.430,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;9.430,00;20.240.617.140.855,0000000;Update
0000001200;0090005212;AISHWARYA HEALTHCARE;;0000003200;RV;18.01.2024;18.01.2024;DI2330300669;18.01.2024;9.341,00;00149;0,00;0,00;IV;;3000;01;0090029180;0,00;9.341,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;9.341,00;20.240.617.140.855,0000000;Update
0010009800;0090005228;P R INDUSTRIES;;0000003100;RV;18.01.2024;18.01.2024;DI2330200523;18.01.2024;135.098,00;00149;0,00;0,00;ZDOM;;3000;01;0090029212;0,00;135.098,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;135.098,00;20.240.617.140.855,0000000;Update
0010009800;0090005239;P R INDUSTRIES;01;0000003100;RV;19.01.2024;19.01.2024;DI2330200524;19.01.2024;109.150,00;00148;0,00;0,00;ZDOM;;3000;01;0090029243;0,00;109.150,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;109.150,00;20.240.617.140.855,0000000;Update
0010001995;0090005245;SARAVANA PHARMA;Ge;0000003316;RV;19.01.2024;19.01.2024;DI2333300514;19.01.2024;8.714,00;00148;0,00;0,00;ZDOM;G06;3000;01;0090029259;0,00;8.714,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;8.714,00;20.240.617.140.855,0000000;Update
0000001101;0090005246;AISHWARYA HEALTHCARE;;0000003100;RV;19.01.2024;19.01.2024;DI2330200525;19.01.2024;4.390,00;00148;0,00;0,00;IV;;3000;01;0090029260;0,00;4.390,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;4.390,00;20.240.617.140.855,0000000;Update
0010008725;0090005261;TRADEX;Ge;0000003303;RV;20.01.2024;20.01.2024;DI2332300629;20.01.2024;11.971,00;00147;0,00;0,00;ZDOM;G06;3000;01;0090029309;0,00;11.971,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;11.971,00;20.240.617.140.855,0000000;Update
0000001101;0090005263;AISHWARYA HEALTHCARE;;0000003100;RV;22.01.2024;22.01.2024;DI2330200526;22.01.2024;131.018,00;00145;0,00;0,00;IV;;3000;01;0090029317;0,00;131.018,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;131.018,00;20.240.617.140.855,0000000;Update
0010000057;0090005266;VASANTHAM PHARMACEUTICALS;Ge;0000003316;RV;23.01.2024;23.01.2024;DI2333300518;23.01.2024;2.509,00;00144;0,00;0,00;ZDOM;G06;3000;01;0090029334;0,00;2.509,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;2.509,00;20.240.617.140.855,0000000;Update
0010001532;0090005267;SRI MEENATCHI PHARMA;Ge;0000003316;RV;23.01.2024;23.01.2024;DI2333300519;23.01.2024;6.924,00;00144;0,00;0,00;ZDOM;G06;3000;01;0090029335;0,00;6.924,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;6.924,00;20.240.617.140.855,0000000;Update
0010009708;0090005277;SCITEM PHARMACEUTICALS;IN;0000003200;RV;24.01.2024;24.01.2024;DI2330300675;24.01.2024;70.728,00;00143;0,00;0,00;ZDOM;G10;3000;01;0090029382;0,00;70.728,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;70.728,00;20.240.617.140.855,0000000;Update
0010009806;0090005285;S.KUMAR MEDICAL STORE;Ge;0000003315;RV;24.01.2024;24.01.2024;DI2330910245;24.01.2024;8.910,00;00143;0,00;0,00;ZDOM;G06;3000;01;0090029401;0,00;8.910,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;8.910,00;20.240.617.140.855,0000000;Update
0010008498;0090005286;SRI LABDHEE HEALTHCARE;Ge;0000003200;RV;24.01.2024;24.01.2024;DI2330300676;24.01.2024;323.671,00;00143;0,00;0,00;ZDOM;G06;3000;01;0090029402;0,00;323.671,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;323.671,00;20.240.617.140.855,0000000;Update
0000001200;0090005289;AISHWARYA HEALTHCARE;;0000003100;RV;24.01.2024;24.01.2024;DI2330200528;24.01.2024;278.254,00;00143;0,00;0,00;IV;;3000;01;0090029414;0,00;278.254,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;278.254,00;20.240.617.140.855,0000000;Update
0000001200;0090005291;AISHWARYA HEALTHCARE;;0000003100;RV;24.01.2024;24.01.2024;DI2330200530;24.01.2024;517.588,00;00143;0,00;0,00;IV;;3000;01;0090029417;0,00;517.588,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;517.588,00;20.240.617.140.855,0000000;Update
0010001336;0090005297;SREE MARUTHI PHARMA AGENCIES;Ge;0000003316;RV;25.01.2024;25.01.2024;DI2333300522;25.01.2024;15.120,00;00142;0,00;0,00;ZDOM;G06;3000;01;0090029428;0,00;15.120,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;15.120,00;20.240.617.140.855,0000000;Update
0010009483;0090005298;SRI SUMUKH SURGICALS;Ge;0000003316;RV;25.01.2024;25.01.2024;DI2333300523;25.01.2024;7.347,00;00142;0,00;0,00;ZDOM;G06;3000;01;0090029429;0,00;7.347,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;7.347,00;20.240.617.140.855,0000000;Update
0010009638;0090005302;KESHRI MEDICAL AGENCY;Ge;0000003314;RV;25.01.2024;25.01.2024;DI2331000425;25.01.2024;17.834,00;00142;0,00;0,00;ZDOM;G06;3000;01;0090029440;0,00;17.834,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;17.834,00;20.240.617.140.855,0000000;Update
0010003931;0090005304;MEDICINE EMPORIUM;Ge;0000003314;RV;25.01.2024;25.01.2024;DI2331000426;25.01.2024;30.690,00;00142;0,00;0,00;ZDOM;G06;3000;01;0090029448;0,00;30.690,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;30.690,00;20.240.617.140.855,0000000;Update
0010008725;0090005308;TRADEX;Ge;0000003303;RV;25.01.2024;25.01.2024;DI2332300634;25.01.2024;10.004,00;00142;0,00;0,00;ZDOM;G06;3000;01;0090029457;0,00;10.004,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;10.004,00;20.240.617.140.855,0000000;Update
0010007623;0090005323;ALDE MEDI IMPEX LIMITED;Ge;0000003100;RV;27.01.2024;27.01.2024;DI2330200536;27.01.2024;2.012.858,00;00140;0,00;0,00;ZDOM;G06;3000;01;0090029483;0,00;2.012.858,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;2.012.858,00;20.240.617.140.855,0000000;Update
0010009708;0090005331;SCITEM PHARMACEUTICALS;IN;0000003303;RV;29.01.2024;29.01.2024;DI2332300635;29.01.2024;66.304,00;00138;0,00;0,00;ZDOM;G10;3000;01;0090029510;0,00;66.304,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;66.304,00;20.240.617.140.855,0000000;Update
0010009784;0090005370;SAI PHARMACEUTICALS;Ge;0000003320;RV;30.01.2024;30.01.2024;DI2332110023;30.01.2024;8.248,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029593;0,00;8.248,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;8.248,00;20.240.617.140.855,0000000;Update
0010008498;0090005373;SRI LABDHEE HEALTHCARE;Ge;0000003200;RV;30.01.2024;30.01.2024;DI2330300681;30.01.2024;177.974,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029603;0,00;177.974,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;177.974,00;20.240.617.140.855,0000000;Update
0010004628;0090005379;MCR MEDICAL DISTRIBUTORS;Ge;0000003316;RV;30.01.2024;30.01.2024;DI2333300526;30.01.2024;163.072,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029615;0,00;163.072,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;163.072,00;20.240.617.140.855,0000000;Update
0010008936;0090005387;URMILA MEDICAL AGENCIES;IN;0000003200;RV;30.01.2024;30.01.2024;DI2330300685;30.01.2024;66.422,00;00137;0,00;0,00;ZDOM;G10;3000;01;0090029631;0,00;66.422,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;66.422,00;20.240.617.140.855,0000000;Update
0010002320;0090005395;SHREE BHUWNESHWARI PHARMA;Ge;0000003314;RV;30.01.2024;30.01.2024;DI2331000432;30.01.2024;227.203,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029651;0,00;227.203,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;227.203,00;20.240.617.140.855,0000000;Update
0010008725;0090005399;TRADEX;Ge;0000003303;RV;30.01.2024;30.01.2024;DI2332300641;30.01.2024;15.497,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029655;0,00;15.497,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;15.497,00;20.240.617.140.855,0000000;Update
0010009708;0090005409;SCITEM PHARMACEUTICALS;IN;0000003200;RV;30.01.2024;30.01.2024;DI2330300690;30.01.2024;105.728,00;00137;0,00;0,00;ZDOM;G10;3000;01;0090029666;0,00;105.728,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;105.728,00;20.240.617.140.855,0000000;Update
0010009563;0090005410;SRI GANESH MEDICAL AGENCY;Ge;0000003311;RV;30.01.2024;30.01.2024;DI2332000307;30.01.2024;16.632,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029668;0,00;16.632,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;16.632,00;20.240.617.140.855,0000000;Update
0010008498;0090005418;SRI LABDHEE HEALTHCARE;Ge;0000003200;RV;30.01.2024;30.01.2024;DI2330300694;30.01.2024;86.240,00;00137;0,00;0,00;ZDOM;G06;3000;01;0090029679;0,00;86.240,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;86.240,00;20.240.617.140.855,0000000;Update
0010008936;0090005420;URMILA MEDICAL AGENCIES;IN;0000003200;RV;30.01.2024;30.01.2024;DI2330300696;30.01.2024;54.600,00;00137;0,00;0,00;ZDOM;G10;3000;01;0090029688;0,00;54.600,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;54.600,00;20.240.617.140.855,0000000;Update
0000001200;0090005422;AISHWARYA HEALTHCARE;;0000003200;RV;30.01.2024;30.01.2024;DI2330300698;30.01.2024;846.720,00;00137;0,00;0,00;IV;;3000;01;0090029690;0,00;846.720,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;846.720,00;20.240.617.140.855,0000000;Update
0010009604;0090005437;KAVI PUHAZL MEDICALS;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300528;31.01.2024;32.686,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029738;0,00;32.686,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;32.686,00;20.240.617.140.855,0000000;Update
0010009483;0090005438;SRI SUMUKH SURGICALS;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300529;31.01.2024;22.074,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029739;0,00;22.074,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;22.074,00;20.240.617.140.855,0000000;Update
0010005194;0090005455;JEEVA PHARMA;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300536;31.01.2024;5.084,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029762;0,00;5.084,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;5.084,00;20.240.617.140.855,0000000;Update
0010009799;0090005457;ALEX PACKAGING PVT. LTD.;;0000003100;RV;31.01.2024;31.01.2024;DI2330200549;31.01.2024;29.727,00;00136;0,00;0,00;ZDOM;;3000;01;0090029764;0,00;29.727,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;29.727,00;20.240.617.140.855,0000000;Update
0010009472;0090005462;PRAKASH PHARMA;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300539;31.01.2024;2.285,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029771;0,00;2.285,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;2.285,00;20.240.617.140.855,0000000;Update
0010009472;0090005464;PRAKASH PHARMA;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300540;31.01.2024;986,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029775;0,00;986,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;986,00;20.240.617.140.855,0000000;Update
0010008603;0090005465;M/S R.S. PHARMA;Ge;0000003318;RV;31.01.2024;31.01.2024;DI2330920314;31.01.2024;25.402,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029776;0,00;25.402,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;25.402,00;20.240.617.140.855,0000000;Update
0010008476;0090005466;ALFA MEDICAL AGENCIES;Ge;0000003200;RV;31.01.2024;31.01.2024;DI2330300705;31.01.2024;58.184,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029778;0,00;58.184,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;58.184,00;20.240.617.140.855,0000000;Update
0010009782;0090005473;SIND MEDICO;Ge;0000003200;RV;31.01.2024;31.01.2024;DI2330300706;31.01.2024;88.090,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029790;0,00;88.090,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;88.090,00;20.240.617.140.855,0000000;Update
0010001213;0090005476;SK DRUG AGENCY;Ge;0000003314;RV;31.01.2024;31.01.2024;DI2331000434;31.01.2024;10.942,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029796;0,00;10.942,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;10.942,00;20.240.617.140.855,0000000;Update
0010009613;0090005482;SS PHARMA TRADERS PVT LTD;IN;0000003200;RV;31.01.2024;31.01.2024;DI2330300708;31.01.2024;13.440,00;00136;0,00;0,00;ZDOM;G10;3000;01;0090029806;0,00;13.440,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;13.440,00;20.240.617.140.855,0000000;Update
0010003296;0090005515;PHRIA PHARMAOTECH PVT. LTD.;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200553;31.01.2024;373.101,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029856;0,00;373.101,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;373.101,00;20.240.617.140.855,0000000;Update
0010005702;0090005517;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200554;31.01.2024;350.589,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029858;0,00;350.589,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;350.589,00;20.240.617.140.855,0000000;Update
0010005702;0090005518;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200555;31.01.2024;150.752,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029859;0,00;150.752,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;150.752,00;20.240.617.140.855,0000000;Update
0010005702;0090005519;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200556;31.01.2024;657.060,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029860;0,00;657.060,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;657.060,00;20.240.617.140.855,0000000;Update
0010002383;0090005520;ROYAL ASSOCIATES;Ge;0000003320;RV;31.01.2024;31.01.2024;DI2332110028;31.01.2024;596,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029861;0,00;596,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;596,00;20.240.617.140.855,0000000;Update
0010005702;0090005521;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200557;31.01.2024;665.073,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029862;0,00;665.073,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;665.073,00;20.240.617.140.855,0000000;Update
0010005702;0090005522;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;31.01.2024;31.01.2024;DI2330200558;31.01.2024;328.530,00;00136;0,00;0,00;ZDOM;G07;3000;01;0090029863;0,00;328.530,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;328.530,00;20.240.617.140.855,0000000;Update
0010005112;0090005528;JAS PHARMACETICALS;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300545;31.01.2024;3.432,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029870;0,00;3.432,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;3.432,00;20.240.617.140.855,0000000;Update
0010002383;0090005531;ROYAL ASSOCIATES;Ge;0000003320;RV;31.01.2024;31.01.2024;DI2332110029;31.01.2024;1.501,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029879;0,00;1.501,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;1.501,00;20.240.617.140.855,0000000;Update
0000001200;0090005532;AISHWARYA HEALTHCARE;;0000003100;RV;31.01.2024;31.01.2024;DI2330200561;31.01.2024;981.568,00;00136;0,00;0,00;IV;;3000;01;0090029880;0,00;981.568,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;981.568,00;20.240.617.140.855,0000000;Update
0010009472;0090005535;PRAKASH PHARMA;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300546;31.01.2024;1.633,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029886;0,00;1.633,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;1.633,00;20.240.617.140.855,0000000;Update
0010008045;0090005536;VENBA SURGICALS;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300547;31.01.2024;7.024,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029889;0,00;7.024,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;7.024,00;20.240.617.140.855,0000000;Update
0010005770;0090005538;JAGDAMBA DRUG AGENCY;Ge;0000003314;RV;31.01.2024;31.01.2024;DI2331000436;31.01.2024;14.567,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029892;0,00;14.567,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;14.567,00;20.240.617.140.855,0000000;Update
0010008960;0090005550;AKSHAY ENTERPRISES;Ge;0000003310;RV;31.01.2024;31.01.2024;DI2330800210;31.01.2024;57.456,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029920;0,00;57.456,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;57.456,00;20.240.617.140.855,0000000;Update
0010001423;0090005554;SRI DEVI;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300551;31.01.2024;9.130,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029931;0,00;9.130,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;9.130,00;20.240.617.140.855,0000000;Update
0010008960;0090005558;AKSHAY ENTERPRISES;Ge;0000003310;RV;31.01.2024;31.01.2024;DI2330800212;31.01.2024;3.465,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029936;0,00;3.465,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;3.465,00;20.240.617.140.855,0000000;Update
0010000379;0090005559;YUVANA ENTERPRISES;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300553;31.01.2024;8.879,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029939;0,00;8.879,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;8.879,00;20.240.617.140.855,0000000;Update
0010001357;0090005566;SRI ANDAVAR PHARMA;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300554;31.01.2024;17.496,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029954;0,00;17.496,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;17.496,00;20.240.617.140.855,0000000;Update
0010005102;0090005567;JANAKI PHARMACEUTICALS;Ge;0000003320;RV;31.01.2024;31.01.2024;DI2332110031;31.01.2024;5.645,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029955;0,00;5.645,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;5.645,00;20.240.617.140.855,0000000;Update
0010008725;0090005568;TRADEX;Ge;0000003303;RV;31.01.2024;31.01.2024;DI2332300648;31.01.2024;10.058,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029956;0,00;10.058,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;10.058,00;20.240.617.140.855,0000000;Update
0010009715;0090005577;ANAND PHARMA;Ge;0000003315;RV;31.01.2024;31.01.2024;DI2330910258;31.01.2024;123.200,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029977;0,00;123.200,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;123.200,00;20.240.617.140.855,0000000;Update
0010008725;0090005583;TRADEX;Ge;0000003303;RV;31.01.2024;31.01.2024;DI2332300650;31.01.2024;11.962,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029987;0,00;11.962,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;11.962,00;20.240.617.140.855,0000000;Update
0010007239;0090005588;ARUL PHARMA DISTRIBUTORS;Ge;0000003316;RV;31.01.2024;31.01.2024;DI2333300557;31.01.2024;20.567,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090029994;0,00;20.567,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;20.567,00;20.240.617.140.855,0000000;Update
0010009567;0090005597;V.R.BROTHERS;Ge;0000003315;RV;31.01.2024;31.01.2024;DI2330910262;31.01.2024;23.184,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090030013;0,00;23.184,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;23.184,00;20.240.617.140.855,0000000;Update
0010002320;0090005605;SHREE BHUWNESHWARI PHARMA;Ge;0000003314;RV;31.01.2024;31.01.2024;DI2331000442;31.01.2024;210.561,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090030036;0,00;210.561,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;210.561,00;20.240.617.140.855,0000000;Update
0010009715;0090005606;ANAND PHARMA;Ge;0000003315;RV;31.01.2024;31.01.2024;DI2330910265;31.01.2024;94.752,00;00136;0,00;0,00;ZDOM;G06;3000;01;0090030046;0,00;94.752,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;94.752,00;20.240.617.140.855,0000000;Update
0010005702;0090005609;INTIGREAT CONSULTING SERVICES;Ge;0000003100;RV;01.02.2024;01.02.2024;DI2330200562;01.02.2024;133.459,00;00135;0,00;0,00;ZDOM;G07;3000;01;0090030049;0,00;133.459,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;133.459,00;20.240.617.140.855,0000000;Update
0010008603;0090005617;M/S R.S. PHARMA;Ge;0000003318;RV;01.02.2024;01.02.2024;DI2330920325;01.02.2024;21.773,00;00135;0,00;0,00;ZDOM;G06;3000;01;0090030073;0,00;21.773,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;21.773,00;20.240.617.140.855,0000000;Update
0010008906;0090005618;KHURANA MEDICOSE;Ge;0000003318;RV;01.02.2024;01.02.2024;DI2330920326;01.02.2024;42.358,00;00135;0,00;0,00;ZDOM;G06;3000;01;0090030074;0,00;42.358,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;42.358,00;20.240.617.140.855,0000000;Update
0010008936;0090005643;URMILA MEDICAL AGENCIES;IN;0000003200;RV;03.02.2024;03.02.2024;DI2330300725;03.02.2024;6.431,00;00133;0,00;0,00;ZDOM;G10;3000;01;0090030098;0,00;6.431,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;6.431,00;20.240.617.140.855,0000000;Update
0000001200;0090005660;AISHWARYA HEALTHCARE;;0000003100;RV;06.02.2024;06.02.2024;DI2330200564;06.02.2024;846.893,00;00130;0,00;0,00;IV;;3000;01;0090030165;0,00;846.893,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;846.893,00;20.240.617.140.855,0000000;Update
0010009733;0090005669;SNAP INDIA;IN;0000003200;RV;07.02.2024;07.02.2024;DI2330300732;07.02.2024;1.030,00;00129;0,00;0,00;ZDOM;G10;3000;01;0090030182;0,00;1.030,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;1.030,00;20.240.617.140.855,0000000;Update
0010008498;0090005672;SRI LABDHEE HEALTHCARE;Ge;0000003200;RV;07.02.2024;07.02.2024;DI2330300734;07.02.2024;117.600,00;00129;0,00;0,00;ZDOM;G06;3000;01;0090030196;0,00;117.600,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;117.600,00;20.240.617.140.855,0000000;Update
