CustCode.,CustName,CustGrp,PrfitCentr,DocumeNo.,DocuType,InvDate,DueDate.,ReferNo,ReferenDt,BalanaDue,DueDays.,DoutfulDeb,NotDue,BillinType,SalesGroup,SalesOrga,Division,BillinDocu,0to30Days,31to60Days,61to90Days,91to120Day,121to150Da,151to180Da,Abve180Day,Legal,WrittenOff
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006694,RV,16-02-2024,16-02-2024,DI2310201754,16-02-2024,"2,44,608.00",45,0.00,0.00,ZDOM,G10,1000,01,0090030524,0.00,"2,44,608.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006695,RV,16-02-2024,16-02-2024,DI2310201755,16-02-2024,"1,04,832.00",45,0.00,0.00,ZDOM,G10,1000,01,0090030525,0.00,"1,04,832.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090006704,RV,17-02-2024,17-02-2024,DI2310201758,17-02-2024,"58,328.00",44,0.00,0.00,ZDOM,G10,1000,01,0090030551,0.00,"58,328.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,0000001101,0090006705,RV,17-02-2024,17-02-2024,DI2310201759,17-02-2024,"1,16,655.00",44,0.00,0.00,ZDOM,G10,1000,01,0090030552,0.00,"1,16,655.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006709,RV,17-02-2024,17-02-2024,DI2310201761,17-02-2024,"1,10,149.00",44,0.00,0.00,ZDOM,G04,1000,01,0090030564,0.00,"1,10,149.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010005874,FDC LIMITED,Ge,0000001101,0090006713,RV,19-02-2024,19-02-2024,DI2310201762,19-02-2024,"7,74,144.00",42,0.00,0.00,ZDOM,G06,1000,01,0090030590,0.00,"7,74,144.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008673,OZONE PHARMACEUTICALS LIMITED,IV,0000001101,0090006715,RV,19-02-2024,19-02-2024,CN2310200057,19-02-2024,"-2,39,747.00",42,0.00,0.00,ZRCN,G04,1000,01,0090030602,0.00,"-2,39,747.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006716,RV,19-02-2024,19-02-2024,DI2310201764,19-02-2024,"59,405.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030613,0.00,"59,405.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006717,RV,19-02-2024,19-02-2024,DI2310201765,19-02-2024,"17,472.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030614,0.00,"17,472.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006718,RV,19-02-2024,19-02-2024,DI2310201766,19-02-2024,"52,416.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030616,0.00,"52,416.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006719,RV,19-02-2024,19-02-2024,DI2310201767,19-02-2024,"1,57,248.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030617,0.00,"1,57,248.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006720,RV,19-02-2024,19-02-2024,DI2310201768,19-02-2024,"3,494.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030618,0.00,"3,494.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006721,RV,19-02-2024,19-02-2024,DI2310201769,19-02-2024,"52,416.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030619,0.00,"52,416.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006722,RV,19-02-2024,19-02-2024,DI2310201770,19-02-2024,"10,483.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030620,0.00,"10,483.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006723,RV,19-02-2024,19-02-2024,DI2310201771,19-02-2024,"17,472.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030621,0.00,"17,472.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006724,RV,19-02-2024,19-02-2024,DI2310201772,19-02-2024,"41,933.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030622,0.00,"41,933.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006726,RV,19-02-2024,19-02-2024,DI2310201773,19-02-2024,"5,242.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030625,0.00,"5,242.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006727,RV,19-02-2024,19-02-2024,DI2310201774,19-02-2024,"10,483.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030626,0.00,"10,483.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006728,RV,19-02-2024,19-02-2024,DI2310201775,19-02-2024,"47,314.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030627,0.00,"47,314.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010002881,RAJASTHAN MEDICAL SERVICES CO. LTD.,IN,0000001101,0090006730,RV,19-02-2024,19-02-2024,DI2310201776,19-02-2024,"55,910.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030629,0.00,"55,910.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008693,SEPIK LIFE SCIENCES,IV,0000001101,0090006734,RV,19-02-2024,19-02-2024,DI2310201777,19-02-2024,"1,21,504.00",42,0.00,0.00,ZDOM,G04,1000,01,0090030638,0.00,"1,21,504.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008652,BHARAT AGENCIES,IN,0000001200,0090006735,RV,19-02-2024,19-02-2024,DI2310300928,19-02-2024,"1,56,739.00",42,0.00,0.00,ZDOM,G10,1000,01,0090030641,0.00,"1,56,739.00",0.00,0.00,0.00,0.00,0.00,,0.00
0000003100,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090006740,RV,20-02-2024,20-02-2024,DI2310201778,20-02-2024,"5,52,388.00",41,0.00,0.00,IV,,1000,01,0090030654,0.00,"5,52,388.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008911,PRADEEP MEDICAL AGENCY,Et,0000001302,0090006743,RV,20-02-2024,20-02-2024,DI2310901152,20-02-2024,"11,025.00",41,0.00,0.00,ZDOM,G09,1000,01,0090030661,0.00,"11,025.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007245,ARVINCARE,IV,0000001101,0090006744,RV,20-02-2024,20-02-2024,DI2310201780,20-02-2024,"1,43,166.00",41,0.00,0.00,ZDOM,G04,1000,01,0090030663,0.00,"1,43,166.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006747,RV,20-02-2024,20-02-2024,DI2310201781,20-02-2024,"3,54,993.00",41,0.00,0.00,ZDOM,G04,1000,01,0090030677,0.00,"3,54,993.00",0.00,0.00,0.00,0.00,0.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090006751,RV,20-02-2024,20-02-2024,DI2310201783,20-02-2024,"2,31,168.00",41,0.00,0.00,IV,,1000,01,0090030710,0.00,"2,31,168.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008526,B.M.ENTERPRISES,Et,0000001305,0090006753,RV,20-02-2024,20-02-2024,DI2312100534,20-02-2024,"13,500.00",41,0.00,0.00,ZDOM,G09,1000,01,0090030712,0.00,"13,500.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008695,SALVUS PHARMA,IV,0000001101,0090006754,RV,21-02-2024,21-02-2024,DI2310201784,21-02-2024,"3,72,427.00",40,0.00,0.00,ZDOM,G04,1000,01,0090030715,0.00,"3,72,427.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008556,AUROBINDO PHARMA LTD,IV,0000001101,0090006760,RV,21-02-2024,21-02-2024,DI2310201785,21-02-2024,"6,02,112.00",40,0.00,0.00,ZDOM,G04,1000,01,0090030732,0.00,"6,02,112.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006769,RV,21-02-2024,21-02-2024,DI2310201786,21-02-2024,"3,02,976.00",40,0.00,0.00,ZDOM,G04,1000,01,0090030764,0.00,"3,02,976.00",0.00,0.00,0.00,0.00,0.00,,0.00
0020000033,GUNJESHWARI PHARMA,IV,0000001101,0090006772,RV,21-02-2024,21-02-2024,EX2310200025,21-02-2024,"5,55,500.00",40,0.00,0.00,ZECI,G01,1000,01,0090030767,0.00,"5,55,500.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010003850,OM SAI MEDICAL AGENCIES,CC,0000001305,0090006773,RV,21-02-2024,21-02-2024,CN2312100074,21-02-2024,"-50,109.00",40,0.00,0.00,ZRCN,G09,1000,01,0090030768,0.00,"-50,109.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008695,SALVUS PHARMA,IV,0000001101,0090006780,RV,22-02-2024,22-02-2024,DI2310201789,22-02-2024,"2,21,916.00",39,0.00,0.00,ZDOM,G04,1000,01,0090030786,0.00,"2,21,916.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009290,SAHAJ MEDICO,Et,0000001302,0090006781,RV,22-02-2024,22-02-2024,DI2310901157,22-02-2024,"31,191.00",39,0.00,0.00,ZDOM,G09,1000,01,0090030787,0.00,"31,191.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009745,CAMBRIDGE PHARMA,Et,0000001302,0090006783,RV,22-02-2024,22-02-2024,DI2310901159,22-02-2024,"24,552.00",39,0.00,0.00,ZDOM,G09,1000,01,0090030790,0.00,"24,552.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006787,RV,22-02-2024,22-02-2024,DI2310201790,22-02-2024,"3,39,699.00",39,0.00,0.00,ZDOM,G04,1000,01,0090030800,0.00,"3,39,699.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008387,YUVIKA PHARMACEUTICAL,Et,0000001302,0090006789,RV,22-02-2024,22-02-2024,DI2310901161,22-02-2024,"55,739.00",39,0.00,0.00,ZDOM,G09,1000,01,0090030803,0.00,"55,739.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010001147,SUNGRACE PHARMA PRIVATE LIMITED,Ex,0000001101,0090006790,RV,23-02-2024,23-02-2024,DI2310201791,23-02-2024,"74,200.00",38,0.00,0.00,ZDOM,G03,1000,01,0090030807,0.00,"74,200.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007064,ANCARE LIFE SCIENCES,IV,0000001101,0090006791,RV,23-02-2024,23-02-2024,DI2310201792,23-02-2024,"1,15,752.00",38,0.00,0.00,ZDOM,G04,1000,01,0090030808,0.00,"1,15,752.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006792,RV,23-02-2024,23-02-2024,DI2310201793,23-02-2024,"1,77,283.00",38,0.00,0.00,ZDOM,G04,1000,01,0090030809,0.00,"1,77,283.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009689,LIFEZEN HEALTH CARE PVT LTD,IV,0000001101,0090006794,RV,23-02-2024,23-02-2024,DI2310201795,23-02-2024,"1,59,936.00",38,0.00,0.00,ZDOM,G01,1000,01,0090030831,0.00,"1,59,936.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009708,SCITEM PHARMACEUTICALS,IN,0000001200,0090006796,RV,23-02-2024,23-02-2024,DI2310300941,23-02-2024,"57,750.00",38,0.00,0.00,ZDOM,G10,1000,01,0090030841,0.00,"57,750.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006797,RV,23-02-2024,23-02-2024,DI2310201797,23-02-2024,"2,17,567.00",38,0.00,0.00,ZDOM,G04,1000,01,0090030844,0.00,"2,17,567.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006798,RV,23-02-2024,23-02-2024,DI2310201798,23-02-2024,"52,216.00",38,0.00,0.00,ZDOM,G04,1000,01,0090030845,0.00,"52,216.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010000664,ULTRA BIOLABS PRIVATE LIMITED,IV,0000001101,0090006799,RV,23-02-2024,23-02-2024,DI2310201799,23-02-2024,"33,264.00",38,0.00,0.00,ZDOM,G04,1000,01,0090030846,0.00,"33,264.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006800,RV,24-02-2024,24-02-2024,DI2310201800,24-02-2024,"2,12,565.00",37,0.00,0.00,ZDOM,G04,1000,01,0090030852,0.00,"2,12,565.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006804,RV,24-02-2024,24-02-2024,DI2310300944,24-02-2024,"1,29,069.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030864,0.00,"1,29,069.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006805,RV,24-02-2024,24-02-2024,DI2310300945,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030868,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006806,RV,24-02-2024,24-02-2024,DI2310300946,24-02-2024,"12,382.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030869,0.00,"12,382.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006807,RV,24-02-2024,24-02-2024,DI2310300947,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030870,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006808,RV,24-02-2024,24-02-2024,DI2310300948,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030871,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006811,RV,24-02-2024,24-02-2024,DI2310300951,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030874,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006812,RV,24-02-2024,24-02-2024,DI2310300952,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030875,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006813,RV,24-02-2024,24-02-2024,DI2310300953,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030876,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006814,RV,24-02-2024,24-02-2024,DI2310300954,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030877,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006815,RV,24-02-2024,24-02-2024,DI2310300955,24-02-2024,"14,258.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030878,0.00,"14,258.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006816,RV,24-02-2024,24-02-2024,DI2310300956,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030879,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006818,RV,24-02-2024,24-02-2024,DI2310300958,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030881,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006819,RV,24-02-2024,24-02-2024,DI2310300959,24-02-2024,"20,636.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030882,0.00,"20,636.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006820,RV,24-02-2024,24-02-2024,DI2310300960,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030883,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006821,RV,24-02-2024,24-02-2024,DI2310300961,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030884,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006822,RV,24-02-2024,24-02-2024,DI2310300962,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030885,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006823,RV,24-02-2024,24-02-2024,DI2310300963,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030886,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006824,RV,24-02-2024,24-02-2024,DI2310300964,24-02-2024,"13,882.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030887,0.00,"13,882.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006825,RV,24-02-2024,24-02-2024,DI2310300965,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030888,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006826,RV,24-02-2024,24-02-2024,DI2310300966,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030889,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006827,RV,24-02-2024,24-02-2024,DI2310300967,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030890,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006828,RV,24-02-2024,24-02-2024,DI2310300968,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030891,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006829,RV,24-02-2024,24-02-2024,DI2310300969,24-02-2024,"19,510.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030892,0.00,"19,510.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006830,RV,24-02-2024,24-02-2024,DI2310300970,24-02-2024,"34,894.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030893,0.00,"34,894.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006831,RV,24-02-2024,24-02-2024,DI2310300971,24-02-2024,"14,258.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030894,0.00,"14,258.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006832,RV,24-02-2024,24-02-2024,DI2310300972,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030895,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006833,RV,24-02-2024,24-02-2024,DI2310300973,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030896,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006834,RV,24-02-2024,24-02-2024,DI2310300974,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030897,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006835,RV,24-02-2024,24-02-2024,DI2310300975,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030898,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010004525,MANAGING DIRECTOR UPMSC LIMITED,IN,0000001200,0090006836,RV,24-02-2024,24-02-2024,DI2310300976,24-02-2024,"11,256.00",37,0.00,0.00,ZDOM,G10,1000,01,0090030899,0.00,"11,256.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009708,SCITEM PHARMACEUTICALS,IN,0000001200,0090006842,RV,26-02-2024,26-02-2024,DI2310300977,26-02-2024,"1,68,000.00",35,0.00,0.00,ZDOM,G10,1000,01,0090030932,0.00,"1,68,000.00",0.00,0.00,0.00,0.00,0.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090006845,RV,26-02-2024,26-02-2024,DI2310201804,26-02-2024,"6,88,688.00",35,0.00,0.00,IV,,1000,01,0090030942,0.00,"6,88,688.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006846,RV,26-02-2024,26-02-2024,DI2310201805,26-02-2024,"2,09,684.00",35,0.00,0.00,ZDOM,G04,1000,01,0090030947,0.00,"2,09,684.00",0.00,0.00,0.00,0.00,0.00,,0.00
0000003200,CELEBRITY BIOPHARMA LIMITED,,0000001200,0090006859,RV,26-02-2024,26-02-2024,DI2310300979,26-02-2024,"33,35,378.00",35,0.00,0.00,IV,,1000,01,0090030985,0.00,"33,35,378.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009883,SMPL LIFE SCIENCES PVT. LTD.,IN,0000001200,0090006860,RV,26-02-2024,26-02-2024,DI2310300980,26-02-2024,"2,755.00",35,0.00,0.00,ZDOM,G10,1000,01,0090030987,0.00,"2,755.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008560,LAXMI PHARMACEUTICALS,IV,0000001305,0090006865,RV,27-02-2024,27-02-2024,CN2312100083,27-02-2024,"-11,076.00",34,0.00,0.00,ZRCN,G09,1000,01,0090031014,0.00,"-11,076.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007245,ARVINCARE,IV,0000001101,0090006871,RV,27-02-2024,27-02-2024,DI2310201808,27-02-2024,"2,21,012.00",34,0.00,0.00,ZDOM,G04,1000,01,0090031029,0.00,"2,21,012.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007245,ARVINCARE,IV,0000001101,0090006872,RV,27-02-2024,27-02-2024,DI2310201809,27-02-2024,"1,10,905.00",34,0.00,0.00,ZDOM,G04,1000,01,0090031030,0.00,"1,10,905.00",0.00,0.00,0.00,0.00,0.00,,0.00
0000003100,CELEBRITY BIOPHARMA LIMITED,,0000001101,0090006873,RV,27-02-2024,27-02-2024,DI2310201810,27-02-2024,"22,892.00",34,0.00,0.00,IV,,1000,01,0090031033,0.00,"22,892.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008367,MAN ENTERPRISES,,0000001302,0090006888,RV,27-02-2024,27-02-2024,DI2310901164,27-02-2024,"10,757.00",34,0.00,0.00,ZDOM,G09,1000,01,0090031065,0.00,"10,757.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008892,NISCHAL MEDICAL AGENCY,Et,0000001302,0090006890,RV,27-02-2024,27-02-2024,DI2310901165,27-02-2024,"57,546.00",34,0.00,0.00,ZDOM,G09,1000,01,0090031068,0.00,"57,546.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010001329,SREE DISTRIBUTORS,CC,0000001200,0090006891,RV,27-02-2024,27-02-2024,DI2310300983,27-02-2024,"9,82,090.00",34,0.00,0.00,ZDOM,G09,1000,01,0090031087,0.00,"9,82,090.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009705,ANIKA TRADER,IN,0000001200,0090006892,RV,27-02-2024,27-02-2024,DI2310300984,27-02-2024,"29,120.00",34,0.00,0.00,ZDOM,G10,1000,01,0090031089,0.00,"29,120.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006894,RV,28-02-2024,28-02-2024,DI2310201812,28-02-2024,"1,10,170.00",33,0.00,0.00,ZDOM,G04,1000,01,0090031101,0.00,"1,10,170.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010007531,AHS LIFE LLP,IV,0000001101,0090006897,RV,28-02-2024,28-02-2024,DI2310201813,28-02-2024,"3,57,391.00",33,0.00,0.00,ZDOM,G04,1000,01,0090031104,0.00,"3,57,391.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009705,ANIKA TRADER,IN,0000001200,0090006898,RV,28-02-2024,28-02-2024,DI2310300987,28-02-2024,"93,845.00",33,0.00,0.00,ZDOM,G10,1000,01,0090031105,0.00,"93,845.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008652,BHARAT AGENCIES,IN,0000001101,0090006899,RV,28-02-2024,28-02-2024,DI2310201814,28-02-2024,"4,97,129.00",33,0.00,0.00,ZDOM,G10,1000,01,0090031114,0.00,"4,97,129.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010008387,YUVIKA PHARMACEUTICAL,Et,0000001302,0090006900,RV,28-02-2024,28-02-2024,DI2310901166,28-02-2024,"8,640.00",33,0.00,0.00,ZDOM,G09,1000,01,0090031121,0.00,"8,640.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009290,SAHAJ MEDICO,Et,0000001302,0090006902,RV,28-02-2024,28-02-2024,DI2310901167,28-02-2024,"20,236.00",33,0.00,0.00,ZDOM,G09,1000,01,0090031142,0.00,"20,236.00",0.00,0.00,0.00,0.00,0.00,,0.00
0010009592,V 2 ENTERPRISES,Et,0000001302,0090006905,RV,28-02-2024,28-02-2024,DI2310901168,28-02-2024,"46,511.00",33,0.00,0.00,ZDOM,G09,1000,01,0090031158,0.00,"46,511.00",0.00,0.00,0.00,0.00,0.00,,0.00
