CustCode.,CustName,CustGrp,PrfitCentr,DocumeNo.,DocuType,InvDate,DueDate.,ReferNo,ReferenDt,BalanaDue,DueDays.,DoutfulDeb,NotDue,BillinType,SalesGroup,SalesOrga,Division,BillinDocu,0to30Days,31to60Days,61to90Days,91to120Day,121to150Da,151to180Da,Abve180Day,Legal,WrittenOff
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005663,RV,2/28/2023,2/28/2023,DI2211100229,2/28/2023,"3,54,023.00",387,"3,54,023.00",0,IV,,1000,1,90013496,0,0,0,0,0,0,"3,54,023.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005686,RV,2/28/2023,2/28/2023,DI2210202074,2/28/2023,"2,15,517.00",387,"2,15,517.00",0,IV,,1000,1,90013542,0,0,0,0,0,0,"2,15,517.00",,0
1305,AISHWARYA HEALTHCARE,,1200,90005731,RV,2/28/2023,2/28/2023,DI2210300867,2/28/2023,"16,719.00",387,"16,719.00",0,ZST2,,1000,1,90013620,0,0,0,0,0,0,"16,719.00",,0
10002305,SHRADDHA MEDICOSE,Et,1302,90005752,RV,2/28/2023,2/28/2023,DI2210900613,2/28/2023,"15,480.00",387,"15,480.00",0,ZDOM,G09,1000,1,90013641,0,0,0,0,0,0,"15,480.00",,0
10008574,RAJBORASAMBAR MEDICAL HALL,Et,1305,90005754,RV,2/28/2023,2/28/2023,DI2212100069,2/28/2023,"35,688.00",387,"35,688.00",0,ZDOM,G09,1000,1,90013643,0,0,0,0,0,0,"35,688.00",,0
10008374,RAHI MEDICAL AGENCY,1,1301,90005792,RV,2/28/2023,2/28/2023,DI2211001385,2/28/2023,"7,704.00",387,"7,704.00",0,ZDOM,G09,1000,1,90013681,0,0,0,0,0,0,"7,704.00",,0
10008574,RAJBORASAMBAR MEDICAL HALL,Et,1305,90005793,RV,2/28/2023,2/28/2023,DI2212100081,2/28/2023,"14,400.00",387,"14,400.00",0,ZDOM,G09,1000,1,90013682,0,0,0,0,0,0,"14,400.00",,0
10008794,CENTRUM PHARMA DISTRIBUTORS,Et,1304,90005795,RV,2/28/2023,2/28/2023,DI2210700050,2/28/2023,"6,768.00",387,"6,768.00",0,ZDOM,G09,1000,1,90013684,0,0,0,0,0,0,"6,768.00",,0
10008461,PARWATI DRUG HOUSE,Et,1301,90005799,RV,2/28/2023,2/28/2023,DI2211001387,2/28/2023,"7,704.00",387,"7,704.00",0,ZDOM,G09,1000,1,90013688,0,0,0,0,0,0,"7,704.00",,0
10008774,H R ENTERPRISES,Et,1304,90005804,RV,2/28/2023,2/28/2023,DI2210700051,2/28/2023,"31,598.00",387,"31,598.00",0,ZDOM,G09,1000,1,90013693,0,0,0,0,0,0,"31,598.00",,0
10008633,DEVI MEDICAL AGENCY,Et,1301,90005809,RV,2/28/2023,2/28/2023,DI2211001391,2/28/2023,"7,704.00",387,"7,704.00",0,ZDOM,G09,1000,1,90013698,0,0,0,0,0,0,"7,704.00",,0
10008481,RAJ PHARMACEUTICAL AGENCY,Et,1301,90005813,RV,2/28/2023,2/28/2023,DI2211001394,2/28/2023,"7,704.00",387,"7,704.00",0,ZDOM,G09,1000,1,90013702,0,0,0,0,0,0,"7,704.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005821,RV,03-02-2023,03-02-2023,DI2210202093,03-02-2023,"81,536.00",385,"81,536.00",0,IV,,1000,1,90013724,0,0,0,0,0,0,"81,536.00",,0
10004138,MSN LABORATORIES PVT. LTD,IV,1102,90005825,RV,03-02-2023,03-02-2023,DI2211100231,03-02-2023,"2,28,252.00",385,"2,28,252.00",0,ZDOM,G04,1000,1,90013731,0,0,0,0,0,0,"2,28,252.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005843,RV,03-04-2023,03-04-2023,DI2210202101,03-04-2023,"2,00,256.00",383,"2,00,256.00",0,IV,,1000,1,90013772,0,0,0,0,0,0,"2,00,256.00",,0
1305,AISHWARYA HEALTHCARE,,1200,90005864,RV,03-07-2023,03-07-2023,DI2210300876,03-07-2023,"1,28,252.00",380,"1,28,252.00",0,ZST2,,1000,1,90013860,0,0,0,0,0,0,"1,28,252.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005867,RV,03-09-2023,03-09-2023,DI2210202115,03-09-2023,"4,65,696.00",378,"4,65,696.00",0,IV,,1000,1,90013869,0,0,0,0,0,0,"4,65,696.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005868,RV,03-09-2023,03-09-2023,DI2210202116,03-09-2023,"77,522.00",378,"77,522.00",0,IV,,1000,1,90013870,0,0,0,0,0,0,"77,522.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005891,RV,3/13/2023,3/13/2023,DI2210202129,3/13/2023,"2,65,216.00",374,"2,65,216.00",0,IV,,1000,1,90013969,0,0,0,0,0,0,"2,65,216.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005892,RV,3/13/2023,3/13/2023,DI2210202130,3/13/2023,"2,79,552.00",374,"2,79,552.00",0,IV,,1000,1,90013970,0,0,0,0,0,0,"2,79,552.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005935,RV,3/16/2023,3/16/2023,DI2211100235,3/16/2023,"4,22,584.00",371,"4,22,584.00",0,IV,,1000,1,90014092,0,0,0,0,0,0,"4,22,584.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005936,RV,3/16/2023,3/16/2023,DI2211100236,3/16/2023,"1,00,901.00",371,"1,00,901.00",0,IV,,1000,1,90014093,0,0,0,0,0,0,"1,00,901.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005937,RV,3/16/2023,3/16/2023,DI2211100237,3/16/2023,"1,77,546.00",371,"1,77,546.00",0,IV,,1000,1,90014094,0,0,0,0,0,0,"1,77,546.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005938,RV,3/16/2023,3/16/2023,DI2211100238,3/16/2023,"50,232.00",371,"50,232.00",0,IV,,1000,1,90014096,0,0,0,0,0,0,"50,232.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005939,RV,3/16/2023,3/16/2023,DI2211100239,3/16/2023,"1,19,276.00",371,"1,19,276.00",0,IV,,1000,1,90014097,0,0,0,0,0,0,"1,19,276.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90005941,RV,3/16/2023,3/16/2023,DI2211100241,3/16/2023,"1,90,982.00",371,"1,90,982.00",0,IV,,1000,1,90014099,0,0,0,0,0,0,"1,90,982.00",,0
10003850,OM SAI MEDICAL AGENCIES,CC,1305,90005959,RV,3/17/2023,3/17/2023,DI2212100093,3/17/2023,"9,775.00",370,"9,775.00",0,ZDOM,G09,1000,1,90014154,0,0,0,0,0,0,"9,775.00",,0
10001068,SSC PHARMA INC,CC,1200,90005973,RV,3/20/2023,3/20/2023,CN2210300183,3/20/2023,"-10,94,344.00",367,"-10,94,344.00",0,ZRCN,G08,1000,1,90014192,0,0,0,0,0,0,"-10,94,344.00",,0
10006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,1200,90005974,RV,3/20/2023,3/20/2023,DN2210300032,3/20/2023,"1,04,447.00",367,"1,04,447.00",0,ZDNI,G08,1000,1,90014193,0,0,0,0,0,0,"1,04,447.00",,0
10008477,MEDPRO AGENCIES,CC,1200,90005975,RV,3/20/2023,3/20/2023,DN2210300033,3/20/2023,"1,95,838.00",367,"1,95,838.00",0,ZDNI,G08,1000,1,90014194,0,0,0,0,0,0,"1,95,838.00",,0
10007616,ALACTIS PHARMACEUTICALS PRIVATE LIM,CC,1200,90005976,RV,3/20/2023,3/20/2023,DN2210300034,3/20/2023,"97,919.00",367,"97,919.00",0,ZDNI,G08,1000,1,90014195,0,0,0,0,0,0,"97,919.00",,0
10001068,SSC PHARMA INC,CC,1200,90005977,RV,3/20/2023,3/20/2023,DN2210300035,3/20/2023,"2,61,117.00",367,"2,61,117.00",0,ZDNI,G08,1000,1,90014196,0,0,0,0,0,0,"2,61,117.00",,0
10001068,SSC PHARMA INC,CC,1200,90005978,RV,3/20/2023,3/20/2023,DN2210300036,3/20/2023,"65,279.00",367,"65,279.00",0,ZDNI,G08,1000,1,90014197,0,0,0,0,0,0,"65,279.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90005979,RV,3/20/2023,3/20/2023,DI2210202171,3/20/2023,"8,08,705.00",367,"8,08,705.00",0,IV,,1000,1,90014199,0,0,0,0,0,0,"8,08,705.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90006042,RV,3/24/2023,3/24/2023,DI2210202208,3/24/2023,"89,600.00",363,"89,600.00",0,IV,,1000,1,90014395,0,0,0,0,0,0,"89,600.00",,0
10001068,SSC PHARMA INC,CC,1200,90006079,RV,3/27/2023,3/27/2023,CN2210300185,3/27/2023,"-7,38,820.00",360,"-7,38,820.00",0,ZRCN,G08,1000,1,90014485,0,0,0,0,0,0,"-7,38,820.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90006088,RV,3/28/2023,3/28/2023,DI2211100243,3/28/2023,"12,09,966.00",359,"12,09,966.00",0,IV,,1000,1,90014522,0,0,0,0,0,0,"12,09,966.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90006095,RV,3/28/2023,3/28/2023,DI2211100245,3/28/2023,"2,25,739.00",359,"2,25,739.00",0,IV,,1000,1,90014545,0,0,0,0,0,0,"2,25,739.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90006096,RV,3/28/2023,3/28/2023,DI2211100246,3/28/2023,"7,01,635.00",359,"7,01,635.00",0,IV,,1000,1,90014546,0,0,0,0,0,0,"7,01,635.00",,0
1305,AISHWARYA HEALTHCARE,,1200,90006116,RV,3/29/2023,3/29/2023,DI2210300891,3/29/2023,"31,472.00",358,"31,472.00",0,ZST2,,1000,1,90014584,0,0,0,0,0,0,"31,472.00",,0
10008574,RAJBORASAMBAR MEDICAL HALL,Et,1305,90006122,RV,3/29/2023,3/29/2023,DI2212100105,3/29/2023,"21,960.00",358,"21,960.00",0,ZDOM,G09,1000,1,90014596,0,0,0,0,0,0,"21,960.00",,0
10008699,DAISY MEDICAL AGENCY,Et,1302,90006124,RV,3/29/2023,3/29/2023,DI2210900665,3/29/2023,"23,601.00",358,"23,601.00",0,ZDOM,G09,1000,1,90014598,0,0,0,0,0,0,"23,601.00",,0
10003850,OM SAI MEDICAL AGENCIES,CC,1305,90006135,RV,3/29/2023,3/29/2023,DI2212100107,3/29/2023,"72,800.00",358,"72,800.00",0,ZDOM,G09,1000,1,90014615,0,0,0,0,0,0,"72,800.00",,0
1305,AISHWARYA HEALTHCARE,,1200,90006144,RV,3/29/2023,3/29/2023,DI2210300893,3/29/2023,"15,340.00",358,"15,340.00",0,ZST2,,1000,1,90014632,0,0,0,0,0,0,"15,340.00",,0
1305,AISHWARYA HEALTHCARE,,1200,90006151,RV,3/29/2023,3/29/2023,DI2210300894,3/29/2023,"49,123.00",358,"49,123.00",0,ZST2,,1000,1,90014651,0,0,0,0,0,0,"49,123.00",,0
10005188,JBL PHARMA,CC,1306,90006166,RV,3/29/2023,3/29/2023,DI2211800022,3/29/2023,"51,080.00",358,"51,080.00",0,ZDOM,G01,1000,1,90014670,0,0,0,0,0,0,"51,080.00",,0
2200,AISHWARYA LIFESCIENCES,,1200,90006171,RV,3/30/2023,3/30/2023,DI2210300895,3/30/2023,"1,43,61,913.00",357,"1,43,61,913.00",0,IV,,1000,1,90014677,0,0,0,0,0,0,"1,43,61,913.00",,0
2200,AISHWARYA LIFESCIENCES,,1200,90006181,RV,3/30/2023,3/30/2023,DI2210300896,3/30/2023,"3,04,48,849.00",357,"3,04,48,849.00",0,IV,,1000,1,90014705,0,0,0,0,0,0,"3,04,48,849.00",,0
10008755,MEDTECH SOLUTION,CC,1306,90006217,RV,3/31/2023,3/31/2023,DI2211800024,3/31/2023,"50,170.00",356,"50,170.00",0,ZDOM,G01,1000,1,90014794,0,0,0,0,0,0,"50,170.00",,0
10002307,SHRADHA PHARMACEUTICALS,Et,1304,90006232,RV,3/31/2023,3/31/2023,DI2210700061,3/31/2023,"13,125.00",356,"13,125.00",0,ZDOM,G09,1000,1,90014820,0,0,0,0,0,0,"13,125.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90006254,RV,3/31/2023,3/31/2023,DI2210202287,3/31/2023,"4,20,163.00",356,"4,20,163.00",0,IV,,1000,1,90014855,0,0,0,0,0,0,"4,20,163.00",,0
10007514,AFRINEXT OVERSEAS PVT LTD,Ex,1101,90006257,RV,3/31/2023,3/31/2023,DI2210202289,3/31/2023,"96,096.00",356,"96,096.00",0,ZDOM,G03,1000,1,90014863,0,0,0,0,0,0,"96,096.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000011,RV,04-05-2023,04-05-2023,DI2310200011,04-05-2023,"8,38,656.00",351,"8,38,656.00",0,IV,,1000,1,90014944,0,0,0,0,0,0,"8,38,656.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000015,RV,04-06-2023,04-06-2023,DI2310200014,04-06-2023,"8,04,608.00",350,"8,04,608.00",0,IV,,1000,1,90014963,0,0,0,0,0,0,"8,04,608.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000027,RV,04-06-2023,04-06-2023,DI2311100002,04-06-2023,"1,13,084.00",350,"1,13,084.00",0,IV,,1000,1,90014982,0,0,0,0,0,0,"1,13,084.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000028,RV,04-06-2023,04-06-2023,DI2311100003,04-06-2023,"11,09,862.00",350,"11,09,862.00",0,IV,,1000,1,90014984,0,0,0,0,0,0,"11,09,862.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000030,RV,04-06-2023,04-06-2023,DI2311100004,04-06-2023,"5,28,541.00",350,"5,28,541.00",0,IV,,1000,1,90014986,0,0,0,0,0,0,"5,28,541.00",,0
10006169,GS HEALTH CARE,CC,1306,90000115,RV,4/13/2023,4/13/2023,DI2311800012,4/13/2023,"15,322.00",343,"15,322.00",0,ZDOM,G01,1000,1,90015205,0,0,0,0,0,0,"15,322.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000118,RV,4/13/2023,4/13/2023,DI2310200050,4/13/2023,"12,10,335.00",343,"12,10,335.00",0,IV,,1000,1,90015214,0,0,0,0,0,0,"12,10,335.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000119,RV,4/13/2023,4/13/2023,DI2310200051,4/13/2023,"1,66,656.00",343,"1,66,656.00",0,IV,,1000,1,90015215,0,0,0,0,0,0,"1,66,656.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000216,RV,4/19/2023,4/19/2023,DI2311100005,4/19/2023,"1,46,328.00",337,"1,46,328.00",0,IV,,1000,1,90015369,0,0,0,0,0,0,"1,46,328.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000217,RV,4/19/2023,4/19/2023,DI2311100006,4/19/2023,"5,65,051.00",337,"5,65,051.00",0,IV,,1000,1,90015373,0,0,0,0,0,0,"5,65,051.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000218,RV,4/19/2023,4/19/2023,DI2311100008,4/19/2023,"2,27,752.00",337,"2,27,752.00",0,IV,,1000,1,90015385,0,0,0,0,0,0,"2,27,752.00",,0
10008572,SIVAM REMEDIES PRIVATE LIMITED,CC,1200,90000206,RV,4/20/2023,4/20/2023,CN2310300006,4/20/2023,"-47,040.00",336,"-47,040.00",0,ZRCN,G08,1000,1,90015458,0,0,0,0,0,0,"-47,040.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000228,RV,4/21/2023,4/21/2023,DI2311100012,4/21/2023,"20,24,081.00",335,"20,24,081.00",0,IV,,1000,1,90015504,0,0,0,0,0,0,"20,24,081.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000225,RV,4/21/2023,4/21/2023,DI2311100013,4/21/2023,"5,89,764.00",335,"5,89,764.00",0,IV,,1000,1,90015508,0,0,0,0,0,0,"5,89,764.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000226,RV,4/21/2023,4/21/2023,DI2311100014,4/21/2023,"5,21,766.00",335,"5,21,766.00",0,IV,,1000,1,90015509,0,0,0,0,0,0,"5,21,766.00",,0
10004743,KOYE PHARMACEUTICALS PRIVATE LIMITE,Ex,1101,90000244,RV,4/22/2023,4/22/2023,DI2310200103,4/22/2023,386,334,386,0,ZDOM,G03,1000,1,90015553,0,0,0,0,0,0,386,,0
10008794,CENTRUM PHARMA DISTRIBUTORS,Et,1302,90000287,RV,4/26/2023,4/26/2023,DI2310900042,4/26/2023,"20,160.00",330,"20,160.00",0,ZDOM,G09,1000,1,90015659,0,0,0,0,0,0,"20,160.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000330,RV,4/28/2023,4/28/2023,DI2311100017,4/28/2023,"5,74,875.00",328,"5,74,875.00",0,IV,,1000,1,90015787,0,0,0,0,0,0,"5,74,875.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000331,RV,4/28/2023,4/28/2023,DI2311100018,4/28/2023,"1,63,792.00",328,"1,63,792.00",0,IV,,1000,1,90015788,0,0,0,0,0,0,"1,63,792.00",,0
10008849,GUPTA ENTERPRISES,Et,1304,90000332,RV,4/28/2023,4/28/2023,DI2310700011,4/28/2023,"83,888.00",328,"83,888.00",0,ZDOM,G09,1000,1,90015792,0,0,0,0,0,0,"83,888.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000333,RV,4/28/2023,4/28/2023,DI2311100019,4/28/2023,"1,38,460.00",328,"1,38,460.00",0,IV,,1000,1,90015793,0,0,0,0,0,0,"1,38,460.00",,0
10008887,A.K.PHARMACEUTICALS,Et,1301,90000349,RV,4/28/2023,4/28/2023,DI2311000035,4/28/2023,"49,500.00",328,"49,500.00",0,ZDOM,G09,1000,1,90015832,0,0,0,0,0,0,"49,500.00",,0
20000048,Z & Z PHARMA LTD,Ex,1101,90000382,RV,4/29/2023,4/29/2023,EX2310200001,4/29/2023,"21,39,878.40",327,"21,39,878.40",0,ZECI,G03,1000,1,90015877,0,0,0,0,0,0,"21,39,878.40",,0
10008887,A.K.PHARMACEUTICALS,Et,1301,90000416,RV,4/29/2023,4/29/2023,DI2311000058,4/29/2023,"7,214.00",327,"7,214.00",0,ZDOM,G09,1000,1,90015936,0,0,0,0,0,0,"7,214.00",,0
10008715,SURYA MEDICAL HALL,Et,1301,90000451,RV,4/29/2023,4/29/2023,DI2311000072,4/29/2023,"16,520.00",327,"16,520.00",0,ZDOM,G09,1000,1,90015983,0,0,0,0,0,0,"16,520.00",,0
10005784,JAI ENTERPRISES,IV,1200,90000566,RV,4/30/2023,4/30/2023,DI2310300058,4/30/2023,"43,008.00",326,"43,008.00",0,ZDOM,G01,1000,1,90016132,0,0,0,0,0,0,"43,008.00",,0
10006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,1306,90000605,RV,05-03-2023,05-03-2023,DI2311800040,05-03-2023,"3,287.00",323,"3,287.00",0,ZDOM,G01,1000,1,90016197,0,0,0,0,0,0,"3,287.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000616,RV,05-04-2023,05-04-2023,DI2311800042,05-04-2023,"4,704.00",322,"4,704.00",0,ZDOM,G01,1000,1,90016226,0,0,0,0,0,0,"4,704.00",,0
10007064,ANCARE LIFE SCIENCES,IV,1101,90000643,RV,05-09-2023,05-09-2023,DI2310200202,05-09-2023,"2,81,008.00",317,"2,81,008.00",0,ZDOM,G04,1000,1,90016310,0,0,0,0,0,0,"2,81,008.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000648,RV,05-09-2023,05-09-2023,DI2311100023,05-09-2023,"1,31,740.00",317,"1,31,740.00",0,IV,,1000,1,90016329,0,0,0,0,0,0,"1,31,740.00",,0
10006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,1306,90000660,RV,05-10-2023,05-10-2023,DI2311800045,05-10-2023,"6,608.00",316,"6,608.00",0,ZDOM,G01,1000,1,90016372,0,0,0,0,0,0,"6,608.00",,0
10008660,THE CHIEF MEDICAL OFFICER KARGIL,IN,1200,90000664,RV,05-11-2023,05-11-2023,DI2310300064,05-11-2023,"9,931.00",315,"9,931.00",0,ZDOM,G04,1000,1,90016387,0,0,0,0,0,0,"9,931.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000683,RV,05-12-2023,05-12-2023,DI2310200214,05-12-2023,"6,30,112.00",314,"6,30,112.00",0,IV,,1000,1,90016427,0,0,0,0,0,0,"6,30,112.00",,0
10008655,GENESIS PHARMA,CC,1200,90000684,RV,05-03-2023,05-03-2023,CN2310300011,05-03-2023,"-2,44,429.00",323,"-2,44,429.00",0,ZRCN,G08,1000,1,90016430,0,0,0,0,0,0,"-2,44,429.00",,0
10008660,THE CHIEF MEDICAL OFFICER KARGIL,IN,1101,90000715,RV,5/15/2023,5/15/2023,DI2310200221,5/15/2023,"14,246.00",311,"14,246.00",0,ZDOM,G04,1000,1,90016496,0,0,0,0,0,0,"14,246.00",,0
10008659,MEDICAL SUPT DIST HOSPITAL KARGIL,IV,1101,90000716,RV,5/15/2023,5/15/2023,DI2310200222,5/15/2023,"28,493.00",311,"28,493.00",0,ZDOM,G04,1000,1,90016497,0,0,0,0,0,0,"28,493.00",,0
10007943,SARAJ ENTERPRISES,CC,1306,90000732,RV,5/16/2023,5/16/2023,DI2311800049,5/16/2023,"52,091.00",310,"52,091.00",0,ZDOM,G01,1000,1,90016533,0,0,0,0,0,0,"52,091.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000735,RV,5/16/2023,5/16/2023,DI2311800050,5/16/2023,"11,677.00",310,"11,677.00",0,ZDOM,G01,1000,1,90016536,0,0,0,0,0,0,"11,677.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000737,RV,5/16/2023,5/16/2023,DI2311800052,5/16/2023,"7,421.00",310,"7,421.00",0,ZDOM,G01,1000,1,90016540,0,0,0,0,0,0,"7,421.00",,0
10008473,BIKASH PHARMA,Et,1301,90000763,RV,5/17/2023,5/17/2023,DI2311000106,5/17/2023,"17,766.00",309,"17,766.00",0,ZDOM,G08,1000,1,90016599,0,0,0,0,0,0,"17,766.00",,0
10005879,FREEDOM MEDICAL SERVICES,CC,1306,90000772,RV,5/17/2023,5/17/2023,DI2311800056,5/17/2023,"35,997.00",309,"35,997.00",0,ZDOM,G01,1000,1,90016618,0,0,0,0,0,0,"35,997.00",,0
10006644,B M PHARMA & HEALTHCARE PVT. LTD.,CC,1200,90000783,RV,5/18/2023,5/18/2023,CN2310300027,5/18/2023,"-2,00,816.00",308,"-2,00,816.00",0,ZRCN,G08,1000,1,90016634,0,0,0,0,0,0,"-2,00,816.00",,0
3100,CELEBRITY BIOPHARMA LIMITED,,1102,90000784,RV,5/18/2023,5/18/2023,DI2311100029,5/18/2023,"2,97,933.00",308,"2,97,933.00",0,IV,,1000,1,90016635,0,0,0,0,0,0,"2,97,933.00",,0
10001068,SSC PHARMA INC,CC,1200,90000787,RV,5/18/2023,5/18/2023,CN2310300028,5/18/2023,"-11,16,947.00",308,"-11,16,947.00",0,ZRCN,G08,1000,1,90016641,0,0,0,0,0,0,"-11,16,947.00",,0
3100,CELEBRITY BIOPHARMA LIMITED,,1102,90000790,RV,5/18/2023,5/18/2023,DI2311100031,5/18/2023,"1,44,539.00",308,"1,44,539.00",0,IV,,1000,1,90016650,0,0,0,0,0,0,"1,44,539.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000792,RV,5/18/2023,5/18/2023,DI2311100033,5/18/2023,"4,49,232.00",308,"4,49,232.00",0,IV,,1000,1,90016652,0,0,0,0,0,0,"4,49,232.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1102,90000793,RV,5/18/2023,5/18/2023,DI2311100034,5/18/2023,"2,25,456.00",308,"2,25,456.00",0,IV,,1000,1,90016653,0,0,0,0,0,0,"2,25,456.00",,0
3100,CELEBRITY BIOPHARMA LIMITED,,1102,90000798,RV,5/19/2023,5/19/2023,DI2311100035,5/19/2023,"6,54,209.00",307,"6,54,209.00",0,IV,,1000,1,90016666,0,0,0,0,0,0,"6,54,209.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1200,90000810,RV,5/19/2023,5/19/2023,DI2310300077,5/19/2023,"1,74,720.00",307,"1,74,720.00",0,IV,,1000,1,90016693,0,0,0,0,0,0,"1,74,720.00",,0
10005879,FREEDOM MEDICAL SERVICES,CC,1306,90000834,RV,5/20/2023,5/20/2023,DI2311800058,5/20/2023,"30,064.00",306,"30,064.00",0,ZDOM,G01,1000,1,90016726,0,0,0,0,0,0,"30,064.00",,0
2200,AISHWARYA LIFESCIENCES,,1200,90000848,RV,5/22/2023,5/22/2023,DI2310300078,5/22/2023,"64,562.00",304,"64,562.00",0,IV,,1000,1,90016761,0,0,0,0,0,0,"64,562.00",,0
3200,CELEBRITY BIOPHARMA LIMITED,,1101,90000868,RV,5/23/2023,5/23/2023,DI2310200273,5/23/2023,"5,25,952.00",303,"5,25,952.00",0,IV,,1000,1,90016788,0,0,0,0,0,0,"5,25,952.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000888,RV,5/24/2023,5/24/2023,DI2311800059,5/24/2023,"18,303.00",302,"18,303.00",0,ZDOM,G01,1000,1,90016826,0,0,0,0,0,0,"18,303.00",,0
10008887,A.K.PHARMACEUTICALS,Et,1301,90000891,RV,5/24/2023,5/24/2023,DI2311000113,5/24/2023,"16,128.00",302,"16,128.00",0,ZDOM,G09,1000,1,90016830,0,0,0,0,0,0,"16,128.00",,0
3100,CELEBRITY BIOPHARMA LIMITED,,1102,90000898,RV,5/24/2023,5/24/2023,DI2311100036,5/24/2023,"1,566.00",302,"1,566.00",0,IV,,1000,1,90016842,0,0,0,0,0,0,"1,566.00",,0
10004524,J&K MEDICAL SUPPLIES CORPORATION LT,IN,1101,90000933,RV,5/25/2023,5/25/2023,DI2310200300,5/25/2023,123,301,123,0,ZDOM,G04,1000,1,90016902,0,0,0,0,0,0,123,,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000944,RV,5/26/2023,5/26/2023,DI2311800060,5/26/2023,"8,100.00",300,"8,100.00",0,ZDOM,G01,1000,1,90016928,0,0,0,0,0,0,"8,100.00",,0
10001068,SSC PHARMA INC,CC,1200,90000957,RV,5/27/2023,5/27/2023,CN2310300034,5/27/2023,"-11,19,076.00",299,"-11,19,076.00",0,ZRCN,G08,1000,1,90016956,0,0,0,0,0,0,"-11,19,076.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90000998,RV,5/30/2023,5/30/2023,DI2311800066,5/30/2023,"12,494.00",296,"12,494.00",0,ZDOM,G01,1000,1,90017043,0,0,0,0,0,0,"12,494.00",,0
10008821,SUSHILA PHARMACEUTICALS,Et,1306,90001058,RV,5/30/2023,5/30/2023,DI2311800073,5/30/2023,"42,473.00",296,"42,473.00",0,ZDOM,G01,1000,1,90017132,0,0,0,0,0,0,"42,473.00",,0
10008720,VAISHNAVI PHARMA,Et,1302,90001069,RV,5/30/2023,5/30/2023,DI2310900171,5/30/2023,"69,300.00",296,"69,300.00",0,ZDOM,G09,1000,1,90017143,0,0,0,0,0,0,"69,300.00",,0
10008378,SARASWATI PHARMACEUTICALS,,1305,90001101,RV,5/31/2023,5/31/2023,DI2312100100,5/31/2023,"34,641.00",295,"34,641.00",0,ZDOM,G09,1000,1,90017181,0,0,0,0,0,0,"34,641.00",,0
