Invoice No.,Billing Type,Company Code,Plant,Plant Name,Head Office,Invoice Date,Tax Invoice No.,Accounting Doc No.,Bill to Party,Bill to Party Name,Bill to Party PAN,Bill to Party GST No,Bill To State Code,Bill to State Name,Bill To District,Ship To Party,Ship To Party Name,Ship To PAN,Ship To GST No,Ship To State Code,Ship To State Name,Ship To District,Ship To City,Pay To Party,Pay To Party Name,Material Group 1,Material Group 1 Des,Line Item No.,Item Code,Item Description,HSN Code,Batch Number,GL Account,Sale Unit (UOM),Batch Quantity,Free/Sale,Mfg. Date,Exp Date,Exchange Rate,MRP,PTR,Sale Rate,Sales Amount,Discount %,Discount Amount,Net Amount,Plate Charges,Freight,Taxable Amount,IGST Rate,IGST Amount,CGST Rate,CGST Amount,SGST Rate,SGST Amount,Total Amt After Tax,TCS Base,TCS Amount,Round Off,Grand Total,Party Order No,Party Order Date,Vehicle No,LR No,Transporter Name,Payment Term,No of Boxes,Gross Weight of Prod,Distribution Channel,Division,Division Description,Sales Office,Sales Office Descrip,Sales Group,Sales Group Descript,Material Group,Material Group Descr,IRN No,Acknowledgement No,Eway Bill No,Shipment No.,Shipment Cost,Freight Amount,Service Entry Sheet,Freight PO NO,Sales Empolyee,HQ Code,Hospital Name
0090034020,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900107,0090000306,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,10008367,MAN ENTERPRISES,AGSPG3596R,09AGSPG3596R1Z7,09,Uttar Pradesh,BARABANKI,BARABANKI,10008367,MAN ENTERPRISES,004,Ethical,181,1400004602,FORIDA-FCM INJ 10 ML,30049099,AL3058,0030000001,EA,1.000,Free,25.09.2023,31.08.2025,1.00,"1.494,00","1.067,14",960.43,960.43,100.00,960.43,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,c0a0b08773df3cd14be1fee07dd1f5c3e4e42c3aad08059c7e1d7960c69c3fa3,142414798841931,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,11,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,20.000,Sales,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,"1,962.40",0.00,0.00,"1,962.40",0.00,0.00,"1,962.40",0.00,0.00,6.00,117.74,6.00,117.74,"2,197.88",0.00,0.00,0.06,"2,197.94",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,2.046,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,21,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,4.000,Free,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,392.48,100.00,392.48,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,61,1400001216,GLITAME M1000 TABLET(5x2x15),30042019,CBGC3J001,0030000001,STP,20.000,Sales,01.10.2023,01.09.2025,1.00,"123,75","88,39",79.55,"1,591.00",0.00,0.00,"1,591.00",0.00,0.00,"1,591.00",0.00,0.00,6.00,95.46,6.00,95.46,"1,781.92",0.00,0.00,0.05,"1,781.97",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,71,1400001216,GLITAME M1000 TABLET(5x2x15),30042019,CBGC3J001,0030000001,STP,4.000,Free,01.10.2023,01.09.2025,1.00,"123,75","88,39",79.55,318.20,100.00,318.20,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,121,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,50.000,Sales,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,"7,036.00",0.00,0.00,6.00,422.16,6.00,422.16,"7,880.32",0.00,0.00,0.21,"7,880.53",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,131,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,15.000,Free,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,"2,110.80",100.00,"2,110.80",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,141,1400004602,FORIDA-FCM INJ 10 ML,30049099,AL3058,0030000001,EA,5.000,Sales,25.09.2023,31.08.2025,1.00,"1.494,00","1.067,14",960.43,"4,802.15",0.00,0.00,"4,802.15",0.00,0.00,"4,802.15",0.00,0.00,6.00,288.13,6.00,288.13,"5,378.41",0.00,0.00,0.15,"5,378.56",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034021,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900108,0090000307,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,10008908,RATAN PHARMA,BDBPA1324A,09BDBPA1324A1ZK,09,Uttar Pradesh,,BARABANKI,10008908,RATAN PHARMA,004,Ethical,151,1400004602,FORIDA-FCM INJ 10 ML,30049099,AL3058,0030000001,EA,1.000,Free,25.09.2023,31.08.2025,1.00,"1.494,00","1.067,14",960.43,960.43,100.00,960.43,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,cb71079c3095bfc5a28ddab9dae572e8264c859e9aec7d74dff896048cbc494f,142414798901507,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,11,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,30.000,Sales,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,"2,943.60",0.00,0.00,"2,943.60",0.00,0.00,"2,943.60",0.00,0.00,6.00,176.62,6.00,176.62,"3,296.84",0.00,0.00,-0.15,"3,296.69",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.937,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,21,1400003231,CILATONE -TRIO 6.25 TABS (10x15),30049099,CBGR3J002,0030000001,STP,6.000,Free,01.10.2023,30.09.2025,1.00,"152,63","109,02",98.12,588.72,100.00,588.72,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,91,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,30.000,Sales,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,"4,221.60",0.00,0.00,"4,221.60",0.00,0.00,"4,221.60",0.00,0.00,6.00,253.30,6.00,253.30,"4,728.20",0.00,0.00,-0.20,"4,728.00",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,101,1400003278,NERVIGOR CAPS (10x1x10),30049099,CSD-23002,0030000001,STP,6.000,Free,01.11.2023,01.10.2025,1.00,"218,90","156,36",140.72,844.32,100.00,844.32,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,111,1400003336,NOTACID - 40 TABS(10x10),30049039,CBGH3J002,0030000001,STP,50.000,Sales,01.10.2023,01.09.2025,1.00,"53,90","38,50",34.65,"1,732.50",0.00,0.00,"1,732.50",0.00,0.00,"1,732.50",0.00,0.00,6.00,103.95,6.00,103.95,"1,940.40",0.00,0.00,-0.09,"1,940.31",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034022,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900109,0090000308,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,10008394,F. CHAUDHARI PHARMA,BPZPC2705M,09BPZPC2705M1ZD,09,Uttar Pradesh,,ETAWAH,10008394,F. CHAUDHARI PHARMA,004,Ethical,121,1400003336,NOTACID - 40 TABS(10x10),30049039,CBGH3J002,0030000001,STP,10.000,Free,01.10.2023,01.09.2025,1.00,"53,90","38,50",34.65,346.50,100.00,346.50,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,ede4241a5c28e0600d60be35e930c50fdca547b396daeb2002d255ec3826776a,142414798946847,,,,0.00,,,,,
0090034023,ZDOM,1000,1302,C&F-Raj Pharmaceutical Company,,04-05-2024,DI2410900110,0090000309,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,10008387,YUVIKA PHARMACEUTICAL,BTZPJ0973Q,09BTZPJ0973Q1ZG,09,Uttar Pradesh,BADAUN,BADAUN,10008387,YUVIKA PHARMACEUTICAL,004,Ethical,11,1400001135,FORIDA-S INJECTION 5ML,30041090,AA3015A,0030000001,EA,200.000,Sales,01.02.2023,31.01.2025,1.00,"295,00","210,71",45.00,"9,000.00",0.00,0.00,"9,000.00",0.00,0.00,"9,000.00",0.00,0.00,6.00,540.00,6.00,540.00,"10,080.00",0.00,0.00,0.00,"10,080.00",MAIL,04-05-2024,,2425021773,,21 Day from Bill Date,0,"5,533.400",10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,86b438e66f734e331708bf2d68a2fe6af5b59d193fef593c458fa64f6cbb300b,142414798972259,461438241559,,,0.00,,,,,
0090034039,IV,1000,1101,,,06-05-2024,DI2410200087,0090000310,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,3200,CELEBRITY BIOPHARMA LIMITED,AABCE5492Q,03AABCE5492Q1Z8,03,Punjab,SAS NAGAR MOHALI,ZIRAKPUR,3200,CELEBRITY BIOPHARMA LIMITED,003,Critical Care,41,1400002514,PYRONIR-PARACETAMOL INFUSION IP-100ML,30049099,A4072,0030000018,EA,"58,863.000",Sales,01.04.2024,01.03.2026,1.00,"450,00",,22.00,"12,94,986.00",0.00,0.00,"12,94,986.00",0.00,0.00,"12,94,986.00",12.00,"1,55,398.32",0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,"14,50,384.00",,,HP12D9736,2425022742,THE NALAGARH TRUCK OPERATOR UNION,,589,"7,769.916",30,01,Pharma Product,,,,,003,Critical Care,35921d0f91b765758fb6b3804657a1f30b6d0c63507c4da7eccd18d5f4ab6995,132418218409115,381772319410,18538,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,11,1400003234,COLIOCAL K2 PLUS TABLETS (10X15),30045036,LGT-220912,0030000001,STP,25.000,Sales,01.09.2022,01.08.2024,1.00,"285,00","203,57",201.54,"5,038.50",0.00,0.00,"5,038.50",0.00,0.00,"5,038.50",0.00,0.00,6.00,302.31,6.00,302.31,"5,643.12",0.00,0.00,-0.05,"5,643.07",01,30-04-2024,,2425022742,,21 Day from Bill Date,1,101.593,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,21,1400003234,COLIOCAL K2 PLUS TABLETS (10X15),30045036,LGT-220912,0030000001,STP,5.000,Free,01.09.2022,01.08.2024,1.00,"285,00","203,57",201.54,"1,007.70",100.00,"1,007.70",0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,31,1400003995,NOXACAM MD (10x1x10) BLISTER PACK,30049066,CBIO306001,0030000001,STP,50.000,Sales,01.06.2023,01.05.2025,1.00,"110,00","78,57",70.71,"3,535.50",0.00,0.00,"3,535.50",0.00,0.00,"3,535.50",0.00,0.00,6.00,212.13,6.00,212.13,"3,959.76",0.00,0.00,-0.03,"3,959.73",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,41,1400003995,NOXACAM MD (10x1x10) BLISTER PACK,30049066,CBIO306001,0030000001,STP,10.000,Free,01.06.2023,01.05.2025,1.00,"110,00","78,57",70.71,707.10,100.00,707.10,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,51,1400003345,TRAXETA-MF TABS 10x10,30042099,CBGL302001,0030000001,STP,25.000,Sales,01.02.2023,01.01.2025,1.00,"242,00","172,86",155.57,"3,889.25",0.00,0.00,"3,889.25",0.00,0.00,"3,889.25",0.00,0.00,6.00,233.36,6.00,233.36,"4,355.97",0.00,0.00,-0.04,"4,355.93",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,61,1400003345,TRAXETA-MF TABS 10x10,30042099,CBGL302001,0030000001,STP,5.000,Free,01.02.2023,01.01.2025,1.00,"242,00","172,86",155.57,777.85,100.00,777.85,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,71,1400003270,COLLAHEX CAPSULES (10X1X10'S),21069099,CF-220857,0030000001,STP,50.000,Sales,01.11.2022,01.10.2024,1.00,"310,00","210,17",208.07,"10,403.50",0.00,0.00,"10,403.50",0.00,0.00,"10,403.50",0.00,0.00,9.00,936.32,9.00,936.32,"12,276.14",0.00,0.00,-0.10,"12,276.04",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,81,1400003270,COLLAHEX CAPSULES (10X1X10'S),21069099,CF-220857,0030000001,STP,10.000,Free,01.11.2022,01.10.2024,1.00,"310,00","210,17",208.07,"2,080.70",100.00,"2,080.70",0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
0090034041,ZDOM,1000,1301,C&F-Classic Marketing & Associates,,06-05-2024,DI2411000013,0090000311,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,BLSPA8717N,10BLSPA8717N1ZT,10,Bihar,SASARAM,ROHTAS,10006580,EUREKA MEDICAL AND SURGICAL AGENCY,004,Ethical,131,1400003227,CILATONE - 10 TABS (10x15),30049099,CBFW305001,0030000001,STP,50.000,Sales,01.05.2023,01.04.2025,1.00,"140,25","100,18",90.16,"4,508.00",0.00,0.00,"4,508.00",0.00,0.00,"4,508.00",0.00,0.00,6.00,270.48,6.00,270.48,"5,048.96",0.00,0.00,-0.04,"5,048.92",01,30-04-2024,,2425022742,,21 Day from Bill Date,0,0.000,10,01,Pharma Product,O003,Zirakpur Sales Ofc,G09,Ethical HOD,004,Ethical,4792e036ed6990d6d08765f08035af700634ffe56847706153ad06f9794005e8,182416140752391,,,,0.00,,,,,
