CustCode.;Doc. No.;CustName;CustGrp;PrfitCentr;DocuType;InvDate;DueDate.;ReferNo;ReferenDt;BalanaDue;DueDays.;DoutfulDeb;NotDue;BillinType;SalesGroup;SalesOrga;Division;BillinDocu;0to30Days;31to60Days;61to90Days;91to120Day;121to150Day;151to180Da;Abve180Day;Legal;WrittenOff;Due Amount;Overdue Amount;Timestamp;Status
0010004525;0090007294;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100171;28.03.2024;74.256,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032420;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007295;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100172;28.03.2024;295.539,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032421;0,00;295.539,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;295.539,00;20.240.514.164.248,0000000;Update
0010004525;0090007296;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100173;28.03.2024;74.256,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032422;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007297;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100174;28.03.2024;74.256,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032423;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007298;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100175;28.03.2024;74.256,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032425;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0000003200;0090007299;CELEBRITY BIOPHARMA LIMITED;;0000001101;RV;28.03.2024;28.03.2024;DI2310201918;28.03.2024;645.120,00;00047;0,00;0,00;IV;;1000;01;0090032427;0,00;645.120,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;645.120,00;20.240.514.164.248,0000000;Update
0010004525;0090007300;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100176;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032430;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007301;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100177;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032431;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007302;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100178;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032432;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007303;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100179;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032433;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007304;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100180;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032434;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007305;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100181;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032435;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007306;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100182;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032436;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007307;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;28.03.2024;28.03.2024;DI2311100183;28.03.2024;37.128,00;00047;0,00;0,00;ZDOM;G10;1000;01;0090032437;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007309;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100184;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032440;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007310;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100185;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032441;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007311;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100186;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032442;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007312;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100187;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032443;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007313;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100188;29.03.2024;74.256,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032444;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007314;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100189;29.03.2024;74.256,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032445;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007315;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100190;29.03.2024;74.256,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032446;0,00;74.256,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;74.256,00;20.240.514.164.248,0000000;Update
0010004525;0090007316;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100191;29.03.2024;44.554,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032447;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007317;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100192;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032448;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007318;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100193;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032449;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007319;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100194;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032450;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007320;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100195;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032451;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007321;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100196;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032452;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007322;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100197;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032453;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007323;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100198;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032454;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007327;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100199;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032461;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007328;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100200;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032462;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007329;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100201;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032463;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007330;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100202;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032464;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007331;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100203;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032465;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007332;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100204;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032466;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007333;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;29.03.2024;29.03.2024;DI2311100205;29.03.2024;37.128,00;00046;0,00;0,00;ZDOM;G10;1000;01;0090032467;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0000003200;0090007336;CELEBRITY BIOPHARMA LIMITED;;0000001101;RV;29.03.2024;29.03.2024;DI2310201920;29.03.2024;322.560,00;00046;0,00;0,00;IV;;1000;01;0090032479;0,00;322.560,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;322.560,00;20.240.514.164.248,0000000;Update
0000003200;0090007337;CELEBRITY BIOPHARMA LIMITED;;0000001101;RV;29.03.2024;29.03.2024;DI2310201921;29.03.2024;169.586,00;00046;0,00;0,00;IV;;1000;01;0090032480;0,00;169.586,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;169.586,00;20.240.514.164.248,0000000;Update
0010001247;0090007341;SOMER ENTERPRISES;CC;0000001200;RV;29.03.2024;29.03.2024;CN2310300327;29.03.2024;896,00-;00046;0,00;0,00;ZRCN;G08;1000;01;0090032493;0,00;896,00-;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;896,00-;20.240.514.164.248,0000000;Update
0010008361;0090007344;KANCHAN PHARMA;01;0000001302;RV;29.03.2024;29.03.2024;CN2310900206;29.03.2024;6.687,00-;00046;0,00;0,00;ZRCN;G09;1000;01;0090032504;0,00;6.687,00-;0,00;0,00;0,00;0,00;0,00;LEGAL;0,00;0,00;6.687,00-;20.240.514.164.248,0000000;Update
0010001247;0090007346;SOMER ENTERPRISES;CC;0000001200;RV;29.03.2024;29.03.2024;CN2310300328;29.03.2024;55.136,00-;00046;0,00;0,00;ZRCN;G08;1000;01;0090032506;0,00;55.136,00-;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;55.136,00-;20.240.514.164.248,0000000;Update
0000001302;0090007350;Aishwarya Healthcare;;0000001200;RV;29.03.2024;29.03.2024;DI2310301045;29.03.2024;14.953,00;00046;0,00;0,00;ZST2;;1000;01;0090032530;0,00;14.953,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;14.953,00;20.240.514.164.248,0000000;Update
0010002038;0090007351;SCHIRON LIFE SCIENCES INC;Ex;0000001101;RV;29.03.2024;29.03.2024;DI2310201922;29.03.2024;7.347,00;00046;0,00;0,00;ZDOM;G03;1000;01;0090032535;0,00;7.347,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;7.347,00;20.240.514.164.248,0000000;Update
0000002200;0090007355;AISHWARYA LIFESCIENCES;;0000001200;RV;29.03.2024;29.03.2024;DI2310301047;29.03.2024;50.512,00;00046;0,00;0,00;IV;;1000;01;0090032560;0,00;50.512,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;50.512,00;20.240.514.164.248,0000000;Update
0010004525;0090007356;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100206;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032565;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007357;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100207;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032566;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007358;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100208;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032567;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007359;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100209;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032568;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007360;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100210;30.03.2024;40.841,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032569;0,00;40.841,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;40.841,00;20.240.514.164.248,0000000;Update
0010004525;0090007361;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100211;30.03.2024;743,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032570;0,00;743,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;743,00;20.240.514.164.248,0000000;Update
0010004525;0090007362;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100212;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032571;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007363;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100213;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032572;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007364;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100214;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032573;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007365;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100215;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032574;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007366;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100216;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032575;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007367;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100217;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032576;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007368;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100218;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032577;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007369;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100219;30.03.2024;44.554,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032578;0,00;44.554,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;44.554,00;20.240.514.164.248,0000000;Update
0010004525;0090007370;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100220;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032579;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007371;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100221;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032580;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007372;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100222;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032581;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007373;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100223;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032582;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007374;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100224;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032583;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007375;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100225;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032584;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007376;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100226;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032585;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0010004525;0090007377;MANAGING DIRECTOR UPMSC LIMITE;IN;0000001102;RV;30.03.2024;30.03.2024;DI2311100227;30.03.2024;37.128,00;00045;0,00;0,00;ZDOM;G10;1000;01;0090032586;0,00;37.128,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;37.128,00;20.240.514.164.248,0000000;Update
0000001305;0090007378;AISHWARYA HEALTHCARE;;0000001302;RV;30.03.2024;30.03.2024;DI2310901245;30.03.2024;747.919,00;00045;0,00;0,00;ZST2;;1000;01;0090032588;0,00;747.919,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;747.919,00;20.240.514.164.248,0000000;Update
0010008305;0090007379;CARE PHARMA;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901246;30.03.2024;29.923,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032590;0,00;29.923,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;29.923,00;20.240.514.164.248,0000000;Update
0010008974;0090007383;RELIEF CENTER;IN;0000001200;RV;30.03.2024;30.03.2024;CN2310300329;30.03.2024;128.807,00-;00045;0,00;0,00;ZRCN;G10;1000;01;0090032608;0,00;128.807,00-;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;128.807,00-;20.240.514.164.248,0000000;Update
0000003200;0090007384;CELEBRITY BIOPHARMA LIMITED;;0000001101;RV;30.03.2024;30.03.2024;DI2310201924;30.03.2024;1.030.624,00;00045;0,00;0,00;IV;;1000;01;0090032609;0,00;1.030.624,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;1.030.624,00;20.240.514.164.248,0000000;Update
0000003200;0090007385;CELEBRITY BIOPHARMA LIMITED;;0000001101;RV;30.03.2024;30.03.2024;DI2310201925;30.03.2024;332.891,00;00045;0,00;0,00;IV;;1000;01;0090032610;0,00;332.891,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;332.891,00;20.240.514.164.248,0000000;Update
0000001200;0090007386;AISHWARYA HEALTHCARE;;0000001101;RV;30.03.2024;30.03.2024;DI2310201926;30.03.2024;185.815,00;00045;0,00;0,00;ZST2;;1000;01;0090032611;0,00;185.815,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;185.815,00;20.240.514.164.248,0000000;Update
0000002200;0090007389;AISHWARYA LIFESCIENCES;;0000001200;RV;30.03.2024;30.03.2024;DI2310301048;30.03.2024;659.380,00;00045;0,00;0,00;IV;;1000;01;0090032622;0,00;659.380,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;659.380,00;20.240.514.164.248,0000000;Update
0010008568;0090007390;SHRI GANESH PHARMA;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901248;30.03.2024;10.800,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032623;0,00;10.800,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;10.800,00;20.240.514.164.248,0000000;Update
0010009697;0090007391;P. M. PHARMA;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901249;30.03.2024;19.048,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032628;0,00;19.048,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;19.048,00;20.240.514.164.248,0000000;Update
0010009845;0090007392;AJAY MEDICAL AGENCY;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901250;30.03.2024;18.078,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032630;0,00;18.078,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;18.078,00;20.240.514.164.248,0000000;Update
0010000760;0090007394;VAISHNAVI SURGICAL;CC;0000001301;RV;23.03.2024;23.03.2024;CN2311000198;23.03.2024;126.396,00-;00052;0,00;0,00;ZRCN;G08;1000;01;0090032632;0,00;126.396,00-;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;126.396,00-;20.240.514.164.248,0000000;Update
0000002200;0090007395;AISHWARYA LIFESCIENCES;;0000001200;RV;30.03.2024;30.03.2024;DI2310301049;30.03.2024;246.463,00;00045;0,00;0,00;IV;;1000;01;0090032633;0,00;246.463,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;246.463,00;20.240.514.164.248,0000000;Update
0010009648;0090007396;G V MEDICOSE;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901251;30.03.2024;34.569,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032646;0,00;34.569,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;34.569,00;20.240.514.164.248,0000000;Update
0000001302;0090007397;Aishwarya Healthcare;;0000001301;RV;30.03.2024;30.03.2024;DI2311000902;30.03.2024;230.616,00;00045;0,00;0,00;ZST2;;1000;01;0090032651;0,00;230.616,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;230.616,00;20.240.514.164.248,0000000;Update
0010008720;0090007398;VAISHNAVI PHARMA;Et;0000001302;RV;30.03.2024;30.03.2024;DI2310901252;30.03.2024;19.810,00;00045;0,00;0,00;ZDOM;G09;1000;01;0090032660;0,00;19.810,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;19.810,00;20.240.514.164.248,0000000;Update
0010008755;0090007399;MEDTECH SOLUTION;CC;0000001306;RV;30.03.2024;30.03.2024;DI2311800275;30.03.2024;146.511,00;00045;0,00;0,00;ZDOM;G08;1000;01;0090032685;0,00;146.511,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;146.511,00;20.240.514.164.248,0000000;Update
